,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
51,"Wed, Oct 24, 2018",Dallas Mavericks,104,Atlanta Hawks,111
52,"Wed, Oct 24, 2018",Brooklyn Nets,102,Cleveland Cavaliers,86
53,"Wed, Oct 24, 2018",New York Knicks,87,Miami Heat,110
54,"Wed, Oct 24, 2018",Minnesota Timberwolves,105,Toronto Raptors,112
55,"Wed, Oct 24, 2018",Charlotte Hornets,110,Chicago Bulls,112
56,"Wed, Oct 24, 2018",Utah Jazz,100,Houston Rockets,89
57,"Wed, Oct 24, 2018",Indiana Pacers,116,San Antonio Spurs,96
58,"Wed, Oct 24, 2018",Philadelphia 76ers,108,Milwaukee Bucks,123
59,"Wed, Oct 24, 2018",Los Angeles Lakers,131,Phoenix Suns,113
60,"Wed, Oct 24, 2018",Memphis Grizzlies,92,Sacramento Kings,97
61,"Wed, Oct 24, 2018",Washington Wizards,122,Golden State Warriors,144
62,"Thu, Oct 25, 2018",Cleveland Cavaliers,103,Detroit Pistons,110
63,"Thu, Oct 25, 2018",Portland Trail Blazers,128,Orlando Magic,114
64,"Thu, Oct 25, 2018",Boston Celtics,101,Oklahoma City Thunder,95
65,"Thu, Oct 25, 2018",Denver Nuggets,114,Los Angeles Lakers,121
66,"Fri, Oct 26, 2018",Chicago Bulls,106,Charlotte Hornets,135
67,"Fri, Oct 26, 2018",Golden State Warriors,128,New York Knicks,100
68,"Fri, Oct 26, 2018",Dallas Mavericks,107,Toronto Raptors,116
69,"Fri, Oct 26, 2018",Los Angeles Clippers,133,Houston Rockets,113
70,"Fri, Oct 26, 2018",Milwaukee Bucks,125,Minnesota Timberwolves,95
71,"Fri, Oct 26, 2018",Brooklyn Nets,115,New Orleans Pelicans,117
72,"Fri, Oct 26, 2018",Washington Wizards,112,Sacramento Kings,116
73,"Sat, Oct 27, 2018",Boston Celtics,109,Detroit Pistons,89
74,"Sat, Oct 27, 2018",Utah Jazz,132,New Orleans Pelicans,111
75,"Sat, Oct 27, 2018",Chicago Bulls,97,Atlanta Hawks,85
76,"Sat, Oct 27, 2018",Indiana Pacers,119,Cleveland Cavaliers,107
77,"Sat, Oct 27, 2018",Charlotte Hornets,103,Philadelphia 76ers,105
78,"Sat, Oct 27, 2018",Phoenix Suns,96,Memphis Grizzlies,117
79,"Sat, Oct 27, 2018",Portland Trail Blazers,111,Miami Heat,120
80,"Sat, Oct 27, 2018",Orlando Magic,91,Milwaukee Bucks,113
81,"Sat, Oct 27, 2018",Los Angeles Lakers,106,San Antonio Spurs,110
82,"Sun, Oct 28, 2018",Golden State Warriors,120,Brooklyn Nets,114
83,"Sun, Oct 28, 2018",Utah Jazz,113,Dallas Mavericks,104
84,"Sun, Oct 28, 2018",Phoenix Suns,110,Oklahoma City Thunder,117
85,"Sun, Oct 28, 2018",Washington Wizards,104,Los Angeles Clippers,136
86,"Mon, Oct 29, 2018",Portland Trail Blazers,103,Indiana Pacers,93
87,"Mon, Oct 29, 2018",Atlanta Hawks,92,Philadelphia 76ers,113
88,"Mon, Oct 29, 2018",Sacramento Kings,123,Miami Heat,113
89,"Mon, Oct 29, 2018",Brooklyn Nets,96,New York Knicks,115
90,"Mon, Oct 29, 2018",Golden State Warriors,149,Chicago Bulls,124
91,"Mon, Oct 29, 2018",Toronto Raptors,109,Milwaukee Bucks,124
92,"Mon, Oct 29, 2018",Los Angeles Lakers,120,Minnesota Timberwolves,124
93,"Mon, Oct 29, 2018",Dallas Mavericks,108,San Antonio Spurs,113
94,"Mon, Oct 29, 2018",New Orleans Pelicans,111,Denver Nuggets,116
95,"Tue, Oct 30, 2018",Miami Heat,113,Charlotte Hornets,125
96,"Tue, Oct 30, 2018",Atlanta Hawks,114,Cleveland Cavaliers,136
97,"Tue, Oct 30, 2018",Sacramento Kings,107,Orlando Magic,99
98,"Tue, Oct 30, 2018",Detroit Pistons,105,Boston Celtics,108
99,"Tue, Oct 30, 2018",Philadelphia 76ers,112,Toronto Raptors,129
100,"Tue, Oct 30, 2018",Portland Trail Blazers,104,Houston Rockets,85
101,"Tue, Oct 30, 2018",Washington Wizards,95,Memphis Grizzlies,107
102,"Tue, Oct 30, 2018",Los Angeles Clippers,110,Oklahoma City Thunder,128
103,"Wed, Oct 31, 2018",Detroit Pistons,119,Brooklyn Nets,120
104,"Wed, Oct 31, 2018",Denver Nuggets,108,Chicago Bulls,107
105,"Wed, Oct 31, 2018",Utah Jazz,125,Minnesota Timberwolves,128
106,"Wed, Oct 31, 2018",Indiana Pacers,107,New York Knicks,101
107,"Wed, Oct 31, 2018",New Orleans Pelicans,121,Golden State Warriors,131
108,"Wed, Oct 31, 2018",Dallas Mavericks,113,Los Angeles Lakers,114
109,"Wed, Oct 31, 2018",San Antonio Spurs,120,Phoenix Suns,90
110,"Thu, Nov 1, 2018",Oklahoma City Thunder,111,Charlotte Hornets,107
111,"Thu, Nov 1, 2018",Denver Nuggets,110,Cleveland Cavaliers,91
112,"Thu, Nov 1, 2018",Los Angeles Clippers,113,Philadelphia 76ers,122
113,"Thu, Nov 1, 2018",Sacramento Kings,146,Atlanta Hawks,115
114,"Thu, Nov 1, 2018",Milwaukee Bucks,113,Boston Celtics,117
115,"Thu, Nov 1, 2018",New Orleans Pelicans,119,Portland Trail Blazers,132
116,"Fri, Nov 2, 2018",Los Angeles Clippers,120,Orlando Magic,95
117,"Fri, Nov 2, 2018",Houston Rockets,119,Brooklyn Nets,111
118,"Fri, Nov 2, 2018",Indiana Pacers,107,Chicago Bulls,105
119,"Fri, Nov 2, 2018",Oklahoma City Thunder,134,Washington Wizards,111
120,"Fri, Nov 2, 2018",New York Knicks,118,Dallas Mavericks,106
121,"Fri, Nov 2, 2018",Memphis Grizzlies,110,Utah Jazz,100
122,"Fri, Nov 2, 2018",Toronto Raptors,107,Phoenix Suns,98
123,"Fri, Nov 2, 2018",Minnesota Timberwolves,99,Golden State Warriors,116
124,"Sat, Nov 3, 2018",Detroit Pistons,99,Philadelphia 76ers,109
125,"Sat, Nov 3, 2018",Cleveland Cavaliers,94,Charlotte Hornets,126
126,"Sat, Nov 3, 2018",Boston Celtics,101,Indiana Pacers,102
127,"Sat, Nov 3, 2018",Miami Heat,118,Atlanta Hawks,123
128,"Sat, Nov 3, 2018",Houston Rockets,96,Chicago Bulls,88
129,"Sat, Nov 3, 2018",New Orleans Pelicans,95,San Antonio Spurs,109
130,"Sat, Nov 3, 2018",Utah Jazz,88,Denver Nuggets,103
131,"Sat, Nov 3, 2018",Los Angeles Lakers,114,Portland Trail Blazers,110
132,"Sun, Nov 4, 2018",Sacramento Kings,109,Milwaukee Bucks,144
133,"Sun, Nov 4, 2018",Philadelphia 76ers,97,Brooklyn Nets,122
134,"Sun, Nov 4, 2018",New York Knicks,95,Washington Wizards,108
135,"Sun, Nov 4, 2018",Orlando Magic,117,San Antonio Spurs,110
136,"Sun, Nov 4, 2018",Memphis Grizzlies,100,Phoenix Suns,102
137,"Sun, Nov 4, 2018",Minnesota Timberwolves,81,Portland Trail Blazers,111
138,"Sun, Nov 4, 2018",Toronto Raptors,121,Los Angeles Lakers,107
139,"Mon, Nov 5, 2018",Miami Heat,120,Detroit Pistons,115
140,"Mon, Nov 5, 2018",Houston Rockets,98,Indiana Pacers,94
141,"Mon, Nov 5, 2018",Cleveland Cavaliers,100,Orlando Magic,102
142,"Mon, Nov 5, 2018",Chicago Bulls,116,New York Knicks,115
143,"Mon, Nov 5, 2018",New Orleans Pelicans,116,Oklahoma City Thunder,122
144,"Mon, Nov 5, 2018",Boston Celtics,107,Denver Nuggets,115
145,"Mon, Nov 5, 2018",Toronto Raptors,124,Utah Jazz,111
146,"Mon, Nov 5, 2018",Memphis Grizzlies,101,Golden State Warriors,117
147,"Mon, Nov 5, 2018",Minnesota Timberwolves,109,Los Angeles Clippers,120
148,"Tue, Nov 6, 2018",Atlanta Hawks,102,Charlotte Hornets,113
149,"Tue, Nov 6, 2018",Washington Wizards,100,Dallas Mavericks,119
150,"Tue, Nov 6, 2018",Brooklyn Nets,104,Phoenix Suns,82
151,"Tue, Nov 6, 2018",Milwaukee Bucks,103,Portland Trail Blazers,118
152,"Wed, Nov 7, 2018",Oklahoma City Thunder,95,Cleveland Cavaliers,86
153,"Wed, Nov 7, 2018",Detroit Pistons,103,Orlando Magic,96
154,"Wed, Nov 7, 2018",New York Knicks,112,Atlanta Hawks,107
155,"Wed, Nov 7, 2018",San Antonio Spurs,88,Miami Heat,95
156,"Wed, Nov 7, 2018",Philadelphia 76ers,100,Indiana Pacers,94
157,"Wed, Nov 7, 2018",Denver Nuggets,87,Memphis Grizzlies,89
158,"Wed, Nov 7, 2018",Chicago Bulls,98,New Orleans Pelicans,107
159,"Wed, Nov 7, 2018",Dallas Mavericks,102,Utah Jazz,117
160,"Wed, Nov 7, 2018",Toronto Raptors,114,Sacramento Kings,105
161,"Wed, Nov 7, 2018",Minnesota Timberwolves,110,Los Angeles Lakers,114
162,"Thu, Nov 8, 2018",Houston Rockets,80,Oklahoma City Thunder,98
163,"Thu, Nov 8, 2018",Boston Celtics,116,Phoenix Suns,109
164,"Thu, Nov 8, 2018",Los Angeles Clippers,105,Portland Trail Blazers,116
165,"Thu, Nov 8, 2018",Milwaukee Bucks,134,Golden State Warriors,111
166,"Fri, Nov 9, 2018",Washington Wizards,108,Orlando Magic,117
167,"Fri, Nov 9, 2018",Charlotte Hornets,132,Philadelphia 76ers,133
168,"Fri, Nov 9, 2018",Detroit Pistons,124,Atlanta Hawks,109
169,"Fri, Nov 9, 2018",Indiana Pacers,110,Miami Heat,102
170,"Fri, Nov 9, 2018",Brooklyn Nets,112,Denver Nuggets,110
171,"Fri, Nov 9, 2018",Boston Celtics,115,Utah Jazz,123
172,"Fri, Nov 9, 2018",Minnesota Timberwolves,110,Sacramento Kings,121
173,"Sat, Nov 10, 2018",New York Knicks,112,Toronto Raptors,128
174,"Sat, Nov 10, 2018",Milwaukee Bucks,126,Los Angeles Clippers,128
175,"Sat, Nov 10, 2018",Phoenix Suns,99,New Orleans Pelicans,119
176,"Sat, Nov 10, 2018",Cleveland Cavaliers,98,Chicago Bulls,99
177,"Sat, Nov 10, 2018",Philadelphia 76ers,106,Memphis Grizzlies,112
178,"Sat, Nov 10, 2018",Washington Wizards,116,Miami Heat,110
179,"Sat, Nov 10, 2018",Brooklyn Nets,100,Golden State Warriors,116
180,"Sat, Nov 10, 2018",Houston Rockets,89,San Antonio Spurs,96
181,"Sat, Nov 10, 2018",Oklahoma City Thunder,96,Dallas Mavericks,111
182,"Sat, Nov 10, 2018",Los Angeles Lakers,101,Sacramento Kings,86
183,"Sun, Nov 11, 2018",Charlotte Hornets,113,Detroit Pistons,103
184,"Sun, Nov 11, 2018",Indiana Pacers,103,Houston Rockets,115
185,"Sun, Nov 11, 2018",Orlando Magic,115,New York Knicks,89
186,"Sun, Nov 11, 2018",Milwaukee Bucks,121,Denver Nuggets,114
187,"Sun, Nov 11, 2018",Boston Celtics,94,Portland Trail Blazers,100
188,"Sun, Nov 11, 2018",Atlanta Hawks,106,Los Angeles Lakers,107
189,"Mon, Nov 12, 2018",Orlando Magic,109,Washington Wizards,117
190,"Mon, Nov 12, 2018",Philadelphia 76ers,124,Miami Heat,114
191,"Mon, Nov 12, 2018",New Orleans Pelicans,126,Toronto Raptors,110
192,"Mon, Nov 12, 2018",Dallas Mavericks,103,Chicago Bulls,98
193,"Mon, Nov 12, 2018",Utah Jazz,96,Memphis Grizzlies,88
194,"Mon, Nov 12, 2018",Brooklyn Nets,113,Minnesota Timberwolves,120
195,"Mon, Nov 12, 2018",Phoenix Suns,101,Oklahoma City Thunder,118
196,"Mon, Nov 12, 2018",San Antonio Spurs,99,Sacramento Kings,104
197,"Mon, Nov 12, 2018",Golden State Warriors,116,Los Angeles Clippers,121
198,"Tue, Nov 13, 2018",Charlotte Hornets,89,Cleveland Cavaliers,113
199,"Tue, Nov 13, 2018",Houston Rockets,109,Denver Nuggets,99
200,"Tue, Nov 13, 2018",Atlanta Hawks,103,Golden State Warriors,110
201,"Wed, Nov 14, 2018",Philadelphia 76ers,106,Orlando Magic,111
202,"Wed, Nov 14, 2018",Cleveland Cavaliers,95,Washington Wizards,119
203,"Wed, Nov 14, 2018",Chicago Bulls,82,Boston Celtics,111
204,"Wed, Nov 14, 2018",Miami Heat,120,Brooklyn Nets,107
205,"Wed, Nov 14, 2018",Detroit Pistons,106,Toronto Raptors,104
206,"Wed, Nov 14, 2018",Memphis Grizzlies,116,Milwaukee Bucks,113
207,"Wed, Nov 14, 2018",New Orleans Pelicans,100,Minnesota Timberwolves,107
208,"Wed, Nov 14, 2018",New York Knicks,103,Oklahoma City Thunder,128
209,"Wed, Nov 14, 2018",Utah Jazz,68,Dallas Mavericks,118
210,"Wed, Nov 14, 2018",San Antonio Spurs,96,Phoenix Suns,116
211,"Wed, Nov 14, 2018",Portland Trail Blazers,117,Los Angeles Lakers,126
212,"Thu, Nov 15, 2018",Golden State Warriors,86,Houston Rockets,107
213,"Thu, Nov 15, 2018",Atlanta Hawks,93,Denver Nuggets,138
214,"Thu, Nov 15, 2018",San Antonio Spurs,111,Los Angeles Clippers,116
215,"Fri, Nov 16, 2018",Toronto Raptors,116,Boston Celtics,123
216,"Fri, Nov 16, 2018",Miami Heat,91,Indiana Pacers,99
217,"Fri, Nov 16, 2018",Utah Jazz,107,Philadelphia 76ers,113
218,"Fri, Nov 16, 2018",Brooklyn Nets,115,Washington Wizards,104
219,"Fri, Nov 16, 2018",Sacramento Kings,104,Memphis Grizzlies,112
220,"Fri, Nov 16, 2018",Portland Trail Blazers,96,Minnesota Timberwolves,112
221,"Fri, Nov 16, 2018",New York Knicks,124,New Orleans Pelicans,129
222,"Fri, Nov 16, 2018",Chicago Bulls,104,Milwaukee Bucks,123
223,"Sat, Nov 17, 2018",Los Angeles Clippers,127,Brooklyn Nets,119
224,"Sat, Nov 17, 2018",Philadelphia 76ers,122,Charlotte Hornets,119
225,"Sat, Nov 17, 2018",Atlanta Hawks,89,Indiana Pacers,97
226,"Sat, Nov 17, 2018",Denver Nuggets,115,New Orleans Pelicans,125
227,"Sat, Nov 17, 2018",Los Angeles Lakers,117,Orlando Magic,130
228,"Sat, Nov 17, 2018",Utah Jazz,98,Boston Celtics,86
229,"Sat, Nov 17, 2018",Toronto Raptors,122,Chicago Bulls,83
230,"Sat, Nov 17, 2018",Sacramento Kings,112,Houston Rockets,132
231,"Sat, Nov 17, 2018",Golden State Warriors,109,Dallas Mavericks,112
232,"Sat, Nov 17, 2018",Oklahoma City Thunder,110,Phoenix Suns,100
233,"Sun, Nov 18, 2018",Memphis Grizzlies,100,Minnesota Timberwolves,87
234,"Sun, Nov 18, 2018",Los Angeles Lakers,113,Miami Heat,97
235,"Sun, Nov 18, 2018",New York Knicks,117,Orlando Magic,131
236,"Sun, Nov 18, 2018",Portland Trail Blazers,119,Washington Wizards,109
237,"Sun, Nov 18, 2018",Golden State Warriors,92,San Antonio Spurs,104
238,"Mon, Nov 19, 2018",Boston Celtics,112,Charlotte Hornets,117
239,"Mon, Nov 19, 2018",Cleveland Cavaliers,102,Detroit Pistons,113
240,"Mon, Nov 19, 2018",Utah Jazz,94,Indiana Pacers,121
241,"Mon, Nov 19, 2018",Phoenix Suns,114,Philadelphia 76ers,119
242,"Mon, Nov 19, 2018",Los Angeles Clippers,127,Atlanta Hawks,119
243,"Mon, Nov 19, 2018",Dallas Mavericks,88,Memphis Grizzlies,98
244,"Mon, Nov 19, 2018",Denver Nuggets,98,Milwaukee Bucks,104
245,"Mon, Nov 19, 2018",San Antonio Spurs,126,New Orleans Pelicans,140
246,"Mon, Nov 19, 2018",Oklahoma City Thunder,113,Sacramento Kings,117
247,"Tue, Nov 20, 2018",Toronto Raptors,93,Orlando Magic,91
248,"Tue, Nov 20, 2018",Los Angeles Clippers,118,Washington Wizards,125
249,"Tue, Nov 20, 2018",Brooklyn Nets,104,Miami Heat,92
250,"Tue, Nov 20, 2018",Portland Trail Blazers,118,New York Knicks,114
251,"Wed, Nov 21, 2018",Indiana Pacers,109,Charlotte Hornets,127
252,"Wed, Nov 21, 2018",New Orleans Pelicans,120,Philadelphia 76ers,121
253,"Wed, Nov 21, 2018",Toronto Raptors,124,Atlanta Hawks,108
254,"Wed, Nov 21, 2018",New York Knicks,117,Boston Celtics,109
255,"Wed, Nov 21, 2018",Phoenix Suns,116,Chicago Bulls,124
256,"Wed, Nov 21, 2018",Los Angeles Lakers,109,Cleveland Cavaliers,105
257,"Wed, Nov 21, 2018",Detroit Pistons,124,Houston Rockets,126
258,"Wed, Nov 21, 2018",Portland Trail Blazers,100,Milwaukee Bucks,143
259,"Wed, Nov 21, 2018",Denver Nuggets,103,Minnesota Timberwolves,101
260,"Wed, Nov 21, 2018",Brooklyn Nets,113,Dallas Mavericks,119
261,"Wed, Nov 21, 2018",Memphis Grizzlies,104,San Antonio Spurs,103
262,"Wed, Nov 21, 2018",Sacramento Kings,119,Utah Jazz,110
263,"Wed, Nov 21, 2018",Oklahoma City Thunder,123,Golden State Warriors,95
264,"Fri, Nov 23, 2018",Minnesota Timberwolves,112,Brooklyn Nets,102
265,"Fri, Nov 23, 2018",Memphis Grizzlies,107,Los Angeles Clippers,112
266,"Fri, Nov 23, 2018",Houston Rockets,111,Detroit Pistons,116
267,"Fri, Nov 23, 2018",Boston Celtics,114,Atlanta Hawks,96
268,"Fri, Nov 23, 2018",New Orleans Pelicans,109,New York Knicks,114
269,"Fri, Nov 23, 2018",Cleveland Cavaliers,121,Philadelphia 76ers,112
270,"Fri, Nov 23, 2018",Washington Wizards,107,Toronto Raptors,125
271,"Fri, Nov 23, 2018",Miami Heat,103,Chicago Bulls,96
272,"Fri, Nov 23, 2018",San Antonio Spurs,111,Indiana Pacers,100
273,"Fri, Nov 23, 2018",Charlotte Hornets,104,Oklahoma City Thunder,109
274,"Fri, Nov 23, 2018",Phoenix Suns,116,Milwaukee Bucks,114
275,"Fri, Nov 23, 2018",Orlando Magic,87,Denver Nuggets,112
276,"Fri, Nov 23, 2018",Portland Trail Blazers,97,Golden State Warriors,125
277,"Fri, Nov 23, 2018",Utah Jazz,83,Los Angeles Lakers,90
278,"Sat, Nov 24, 2018",Houston Rockets,108,Cleveland Cavaliers,117
279,"Sat, Nov 24, 2018",Chicago Bulls,96,Minnesota Timberwolves,111
280,"Sat, Nov 24, 2018",Denver Nuggets,105,Oklahoma City Thunder,98
281,"Sat, Nov 24, 2018",New Orleans Pelicans,114,Washington Wizards,124
282,"Sat, Nov 24, 2018",Boston Celtics,104,Dallas Mavericks,113
283,"Sat, Nov 24, 2018",Sacramento Kings,116,Golden State Warriors,117
284,"Sat, Nov 24, 2018",San Antonio Spurs,129,Milwaukee Bucks,135
285,"Sun, Nov 25, 2018",Orlando Magic,108,Los Angeles Lakers,104
286,"Sun, Nov 25, 2018",Phoenix Suns,107,Detroit Pistons,118
287,"Sun, Nov 25, 2018",Charlotte Hornets,123,Atlanta Hawks,124
288,"Sun, Nov 25, 2018",Philadelphia 76ers,127,Brooklyn Nets,125
289,"Sun, Nov 25, 2018",New York Knicks,103,Memphis Grizzlies,98
290,"Sun, Nov 25, 2018",Miami Heat,115,Toronto Raptors,125
291,"Sun, Nov 25, 2018",Utah Jazz,133,Sacramento Kings,112
292,"Sun, Nov 25, 2018",Los Angeles Clippers,104,Portland Trail Blazers,100
293,"Mon, Nov 26, 2018",Milwaukee Bucks,107,Charlotte Hornets,110
294,"Mon, Nov 26, 2018",Minnesota Timberwolves,102,Cleveland Cavaliers,95
295,"Mon, Nov 26, 2018",Houston Rockets,131,Washington Wizards,135
296,"Mon, Nov 26, 2018",San Antonio Spurs,108,Chicago Bulls,107
297,"Mon, Nov 26, 2018",Boston Celtics,124,New Orleans Pelicans,107
298,"Mon, Nov 26, 2018",Indiana Pacers,121,Utah Jazz,88
299,"Mon, Nov 26, 2018",Orlando Magic,110,Golden State Warriors,116
300,"Tue, Nov 27, 2018",New York Knicks,108,Detroit Pistons,115
301,"Tue, Nov 27, 2018",Atlanta Hawks,115,Miami Heat,113
302,"Tue, Nov 27, 2018",Toronto Raptors,122,Memphis Grizzlies,114
303,"Tue, Nov 27, 2018",Los Angeles Lakers,85,Denver Nuggets,117
304,"Tue, Nov 27, 2018",Indiana Pacers,109,Phoenix Suns,104
305,"Wed, Nov 28, 2018",Atlanta Hawks,94,Charlotte Hornets,108
306,"Wed, Nov 28, 2018",New York Knicks,91,Philadelphia 76ers,117
307,"Wed, Nov 28, 2018",Utah Jazz,101,Brooklyn Nets,91
308,"Wed, Nov 28, 2018",Dallas Mavericks,128,Houston Rockets,108
309,"Wed, Nov 28, 2018",Chicago Bulls,113,Milwaukee Bucks,116
310,"Wed, Nov 28, 2018",San Antonio Spurs,89,Minnesota Timberwolves,128
311,"Wed, Nov 28, 2018",Washington Wizards,104,New Orleans Pelicans,125
312,"Wed, Nov 28, 2018",Cleveland Cavaliers,83,Oklahoma City Thunder,100
313,"Wed, Nov 28, 2018",Orlando Magic,112,Portland Trail Blazers,115
314,"Wed, Nov 28, 2018",Phoenix Suns,99,Los Angeles Clippers,115
315,"Thu, Nov 29, 2018",Golden State Warriors,128,Toronto Raptors,131
316,"Thu, Nov 29, 2018",Indiana Pacers,96,Los Angeles Lakers,104
317,"Thu, Nov 29, 2018",Los Angeles Clippers,133,Sacramento Kings,121
318,"Fri, Nov 30, 2018",Cleveland Cavaliers,95,Boston Celtics,128
319,"Fri, Nov 30, 2018",Utah Jazz,119,Charlotte Hornets,111
320,"Fri, Nov 30, 2018",Chicago Bulls,88,Detroit Pistons,107
321,"Fri, Nov 30, 2018",Washington Wizards,98,Philadelphia 76ers,123
322,"Fri, Nov 30, 2018",Memphis Grizzlies,131,Brooklyn Nets,125
323,"Fri, Nov 30, 2018",New Orleans Pelicans,101,Miami Heat,106
324,"Fri, Nov 30, 2018",Atlanta Hawks,109,Oklahoma City Thunder,124
325,"Fri, Nov 30, 2018",Houston Rockets,136,San Antonio Spurs,105
326,"Fri, Nov 30, 2018",Orlando Magic,99,Phoenix Suns,85
327,"Fri, Nov 30, 2018",Dallas Mavericks,103,Los Angeles Lakers,114
328,"Fri, Nov 30, 2018",Denver Nuggets,113,Portland Trail Blazers,112
329,"Sat, Dec 1, 2018",Milwaukee Bucks,134,New York Knicks,136
330,"Sat, Dec 1, 2018",Golden State Warriors,102,Detroit Pistons,111
331,"Sat, Dec 1, 2018",Brooklyn Nets,88,Washington Wizards,102
332,"Sat, Dec 1, 2018",Toronto Raptors,106,Cleveland Cavaliers,95
333,"Sat, Dec 1, 2018",Chicago Bulls,105,Houston Rockets,121
334,"Sat, Dec 1, 2018",Boston Celtics,118,Minnesota Timberwolves,109
335,"Sat, Dec 1, 2018",Indiana Pacers,110,Sacramento Kings,111
336,"Sun, Dec 2, 2018",Phoenix Suns,96,Los Angeles Lakers,120
337,"Sun, Dec 2, 2018",New Orleans Pelicans,119,Charlotte Hornets,109
338,"Sun, Dec 2, 2018",Utah Jazz,100,Miami Heat,102
339,"Sun, Dec 2, 2018",Memphis Grizzlies,95,Philadelphia 76ers,103
340,"Sun, Dec 2, 2018",Los Angeles Clippers,110,Dallas Mavericks,114
341,"Sun, Dec 2, 2018",Portland Trail Blazers,118,San Antonio Spurs,131
342,"Mon, Dec 3, 2018",Oklahoma City Thunder,110,Detroit Pistons,83
343,"Mon, Dec 3, 2018",Golden State Warriors,128,Atlanta Hawks,111
344,"Mon, Dec 3, 2018",Cleveland Cavaliers,99,Brooklyn Nets,97
345,"Mon, Dec 3, 2018",Washington Wizards,110,New York Knicks,107
