,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
692,"Thu, Jan 29, 2015",Chicago Bulls,118,Los Angeles Lakers,123
693,"Fri, Jan 30, 2015",Minnesota Timberwolves,94,Philadelphia 76ers,103
694,"Fri, Jan 30, 2015",Portland Trail Blazers,99,Atlanta Hawks,105
695,"Fri, Jan 30, 2015",Houston Rockets,93,Boston Celtics,87
696,"Fri, Jan 30, 2015",Toronto Raptors,127,Brooklyn Nets,122
697,"Fri, Jan 30, 2015",Sacramento Kings,90,Cleveland Cavaliers,101
698,"Fri, Jan 30, 2015",Dallas Mavericks,93,Miami Heat,72
699,"Fri, Jan 30, 2015",Los Angeles Clippers,103,New Orleans Pelicans,108
700,"Fri, Jan 30, 2015",Golden State Warriors,100,Utah Jazz,110
701,"Fri, Jan 30, 2015",Chicago Bulls,93,Phoenix Suns,99
702,"Sat, Jan 31, 2015",Sacramento Kings,99,Indiana Pacers,94
703,"Sat, Jan 31, 2015",Dallas Mavericks,108,Orlando Magic,93
704,"Sat, Jan 31, 2015",Toronto Raptors,120,Washington Wizards,116
705,"Sat, Jan 31, 2015",Philadelphia 76ers,85,Atlanta Hawks,91
706,"Sat, Jan 31, 2015",Houston Rockets,101,Detroit Pistons,114
707,"Sat, Jan 31, 2015",Oklahoma City Thunder,74,Memphis Grizzlies,85
708,"Sat, Jan 31, 2015",Cleveland Cavaliers,106,Minnesota Timberwolves,90
709,"Sat, Jan 31, 2015",Portland Trail Blazers,88,Milwaukee Bucks,95
710,"Sat, Jan 31, 2015",Charlotte Hornets,104,Denver Nuggets,86
711,"Sat, Jan 31, 2015",Los Angeles Clippers,105,San Antonio Spurs,85
712,"Sat, Jan 31, 2015",Phoenix Suns,87,Golden State Warriors,106
713,"Sun, Feb 1, 2015",Miami Heat,83,Boston Celtics,75
714,"Sun, Feb 1, 2015",Los Angeles Lakers,80,New York Knicks,92
715,"Mon, Feb 2, 2015",Philadelphia 76ers,84,Cleveland Cavaliers,97
716,"Mon, Feb 2, 2015",Charlotte Hornets,92,Washington Wizards,88
717,"Mon, Feb 2, 2015",Los Angeles Clippers,100,Brooklyn Nets,102
718,"Mon, Feb 2, 2015",Milwaukee Bucks,82,Toronto Raptors,75
719,"Mon, Feb 2, 2015",Atlanta Hawks,100,New Orleans Pelicans,115
720,"Mon, Feb 2, 2015",Orlando Magic,97,Oklahoma City Thunder,104
721,"Mon, Feb 2, 2015",Minnesota Timberwolves,94,Dallas Mavericks,100
722,"Mon, Feb 2, 2015",Memphis Grizzlies,102,Phoenix Suns,101
723,"Tue, Feb 3, 2015",Denver Nuggets,98,Philadelphia 76ers,105
724,"Tue, Feb 3, 2015",Miami Heat,91,Detroit Pistons,108
725,"Tue, Feb 3, 2015",Boston Celtics,108,New York Knicks,97
726,"Tue, Feb 3, 2015",Utah Jazz,102,Portland Trail Blazers,103
727,"Tue, Feb 3, 2015",Golden State Warriors,121,Sacramento Kings,96
728,"Wed, Feb 4, 2015",Detroit Pistons,109,Indiana Pacers,114
729,"Wed, Feb 4, 2015",Washington Wizards,96,Atlanta Hawks,105
730,"Wed, Feb 4, 2015",Denver Nuggets,100,Boston Celtics,104
731,"Wed, Feb 4, 2015",Brooklyn Nets,109,Toronto Raptors,93
732,"Wed, Feb 4, 2015",Chicago Bulls,90,Houston Rockets,101
733,"Wed, Feb 4, 2015",Los Angeles Lakers,105,Milwaukee Bucks,113
734,"Wed, Feb 4, 2015",Miami Heat,101,Minnesota Timberwolves,102
735,"Wed, Feb 4, 2015",Oklahoma City Thunder,102,New Orleans Pelicans,91
736,"Wed, Feb 4, 2015",Orlando Magic,103,San Antonio Spurs,110
737,"Wed, Feb 4, 2015",Memphis Grizzlies,100,Utah Jazz,90
738,"Wed, Feb 4, 2015",Dallas Mavericks,114,Golden State Warriors,128
739,"Thu, Feb 5, 2015",Washington Wizards,87,Charlotte Hornets,94
740,"Thu, Feb 5, 2015",Los Angeles Clippers,94,Cleveland Cavaliers,105
741,"Thu, Feb 5, 2015",Dallas Mavericks,101,Sacramento Kings,78
742,"Thu, Feb 5, 2015",Phoenix Suns,87,Portland Trail Blazers,108
743,"Fri, Feb 6, 2015",New York Knicks,88,Brooklyn Nets,92
744,"Fri, Feb 6, 2015",Cleveland Cavaliers,99,Indiana Pacers,103
745,"Fri, Feb 6, 2015",Los Angeles Lakers,97,Orlando Magic,103
746,"Fri, Feb 6, 2015",Los Angeles Clippers,107,Toronto Raptors,123
747,"Fri, Feb 6, 2015",Golden State Warriors,116,Atlanta Hawks,124
748,"Fri, Feb 6, 2015",Philadelphia 76ers,96,Boston Celtics,107
749,"Fri, Feb 6, 2015",Denver Nuggets,88,Detroit Pistons,98
750,"Fri, Feb 6, 2015",Milwaukee Bucks,111,Houston Rockets,117
751,"Fri, Feb 6, 2015",Memphis Grizzlies,89,Minnesota Timberwolves,90
752,"Fri, Feb 6, 2015",New Orleans Pelicans,116,Oklahoma City Thunder,113
753,"Fri, Feb 6, 2015",Utah Jazz,93,Phoenix Suns,100
754,"Fri, Feb 6, 2015",Miami Heat,85,San Antonio Spurs,98
755,"Sat, Feb 7, 2015",Chicago Bulls,107,New Orleans Pelicans,72
756,"Sat, Feb 7, 2015",Brooklyn Nets,77,Washington Wizards,114
757,"Sat, Feb 7, 2015",Golden State Warriors,106,New York Knicks,92
758,"Sat, Feb 7, 2015",Charlotte Hornets,81,Philadelphia 76ers,89
759,"Sat, Feb 7, 2015",Portland Trail Blazers,101,Dallas Mavericks,111
760,"Sat, Feb 7, 2015",Boston Celtics,93,Milwaukee Bucks,96
761,"Sat, Feb 7, 2015",Sacramento Kings,90,Utah Jazz,102
762,"Sun, Feb 8, 2015",Los Angeles Clippers,108,Oklahoma City Thunder,131
763,"Sun, Feb 8, 2015",Los Angeles Lakers,105,Cleveland Cavaliers,120
764,"Sun, Feb 8, 2015",Indiana Pacers,103,Charlotte Hornets,102
765,"Sun, Feb 8, 2015",Minnesota Timberwolves,112,Detroit Pistons,101
766,"Sun, Feb 8, 2015",Atlanta Hawks,88,Memphis Grizzlies,94
767,"Sun, Feb 8, 2015",Chicago Bulls,98,Orlando Magic,97
768,"Sun, Feb 8, 2015",Portland Trail Blazers,109,Houston Rockets,98
769,"Sun, Feb 8, 2015",San Antonio Spurs,82,Toronto Raptors,87
770,"Sun, Feb 8, 2015",Phoenix Suns,83,Sacramento Kings,85
771,"Mon, Feb 9, 2015",San Antonio Spurs,95,Indiana Pacers,93
772,"Mon, Feb 9, 2015",Golden State Warriors,89,Philadelphia 76ers,84
773,"Mon, Feb 9, 2015",Orlando Magic,80,Washington Wizards,96
774,"Mon, Feb 9, 2015",New York Knicks,95,Miami Heat,109
775,"Mon, Feb 9, 2015",Brooklyn Nets,97,Milwaukee Bucks,103
776,"Mon, Feb 9, 2015",Atlanta Hawks,117,Minnesota Timberwolves,105
777,"Mon, Feb 9, 2015",Utah Jazz,100,New Orleans Pelicans,96
778,"Mon, Feb 9, 2015",Los Angeles Clippers,115,Dallas Mavericks,98
779,"Mon, Feb 9, 2015",Oklahoma City Thunder,124,Denver Nuggets,114
780,"Tue, Feb 10, 2015",Detroit Pistons,106,Charlotte Hornets,78
781,"Tue, Feb 10, 2015",Sacramento Kings,86,Chicago Bulls,104
782,"Tue, Feb 10, 2015",Brooklyn Nets,86,Memphis Grizzlies,95
783,"Tue, Feb 10, 2015",Houston Rockets,127,Phoenix Suns,118
784,"Tue, Feb 10, 2015",Denver Nuggets,106,Los Angeles Lakers,96
785,"Wed, Feb 11, 2015",New York Knicks,83,Orlando Magic,89
786,"Wed, Feb 11, 2015",Atlanta Hawks,88,Boston Celtics,89
787,"Wed, Feb 11, 2015",San Antonio Spurs,104,Detroit Pistons,87
788,"Wed, Feb 11, 2015",Washington Wizards,93,Toronto Raptors,95
789,"Wed, Feb 11, 2015",Miami Heat,93,Cleveland Cavaliers,113
790,"Wed, Feb 11, 2015",Sacramento Kings,103,Milwaukee Bucks,111
791,"Wed, Feb 11, 2015",Golden State Warriors,94,Minnesota Timberwolves,91
792,"Wed, Feb 11, 2015",Indiana Pacers,106,New Orleans Pelicans,93
793,"Wed, Feb 11, 2015",Memphis Grizzlies,89,Oklahoma City Thunder,105
794,"Wed, Feb 11, 2015",Utah Jazz,82,Dallas Mavericks,87
795,"Wed, Feb 11, 2015",Los Angeles Lakers,86,Portland Trail Blazers,102
796,"Wed, Feb 11, 2015",Houston Rockets,95,Los Angeles Clippers,110
797,"Thu, Feb 12, 2015",Cleveland Cavaliers,98,Chicago Bulls,113
798,"Thu, Feb 19, 2015",Dallas Mavericks,89,Oklahoma City Thunder,104
799,"Thu, Feb 19, 2015",San Antonio Spurs,115,Los Angeles Clippers,119
800,"Fri, Feb 20, 2015",New Orleans Pelicans,84,Orlando Magic,95
801,"Fri, Feb 20, 2015",Indiana Pacers,106,Philadelphia 76ers,95
802,"Fri, Feb 20, 2015",Toronto Raptors,105,Atlanta Hawks,80
803,"Fri, Feb 20, 2015",Chicago Bulls,91,Detroit Pistons,100
804,"Fri, Feb 20, 2015",Miami Heat,111,New York Knicks,87
805,"Fri, Feb 20, 2015",Phoenix Suns,109,Minnesota Timberwolves,111
806,"Fri, Feb 20, 2015",Cleveland Cavaliers,127,Washington Wizards,89
807,"Fri, Feb 20, 2015",Houston Rockets,100,Dallas Mavericks,111
808,"Fri, Feb 20, 2015",Denver Nuggets,81,Milwaukee Bucks,89
809,"Fri, Feb 20, 2015",Portland Trail Blazers,76,Utah Jazz,92
810,"Fri, Feb 20, 2015",Boston Celtics,101,Sacramento Kings,109
811,"Fri, Feb 20, 2015",San Antonio Spurs,99,Golden State Warriors,110
812,"Fri, Feb 20, 2015",Brooklyn Nets,114,Los Angeles Lakers,105
813,"Sat, Feb 21, 2015",Oklahoma City Thunder,110,Charlotte Hornets,103
814,"Sat, Feb 21, 2015",New Orleans Pelicans,105,Miami Heat,91
815,"Sat, Feb 21, 2015",Phoenix Suns,107,Chicago Bulls,112
816,"Sat, Feb 21, 2015",Toronto Raptors,76,Houston Rockets,98
817,"Sat, Feb 21, 2015",Sacramento Kings,99,Los Angeles Clippers,126
818,"Sun, Feb 22, 2015",Cleveland Cavaliers,101,New York Knicks,83
819,"Sun, Feb 22, 2015",Washington Wizards,89,Detroit Pistons,106
820,"Sun, Feb 22, 2015",Atlanta Hawks,97,Milwaukee Bucks,86
821,"Sun, Feb 22, 2015",Golden State Warriors,98,Indiana Pacers,104
822,"Sun, Feb 22, 2015",Philadelphia 76ers,98,Orlando Magic,103
823,"Sun, Feb 22, 2015",Denver Nuggets,94,Oklahoma City Thunder,119
824,"Sun, Feb 22, 2015",Charlotte Hornets,81,Dallas Mavericks,92
825,"Sun, Feb 22, 2015",Memphis Grizzlies,98,Portland Trail Blazers,92
826,"Sun, Feb 22, 2015",Boston Celtics,111,Los Angeles Lakers,118
827,"Mon, Feb 23, 2015",Philadelphia 76ers,108,Miami Heat,119
828,"Mon, Feb 23, 2015",Milwaukee Bucks,71,Chicago Bulls,87
829,"Mon, Feb 23, 2015",Minnesota Timberwolves,102,Houston Rockets,113
830,"Mon, Feb 23, 2015",Toronto Raptors,97,New Orleans Pelicans,100
831,"Mon, Feb 23, 2015",Brooklyn Nets,110,Denver Nuggets,82
832,"Mon, Feb 23, 2015",Boston Celtics,115,Phoenix Suns,110
833,"Mon, Feb 23, 2015",San Antonio Spurs,81,Utah Jazz,90
834,"Mon, Feb 23, 2015",Memphis Grizzlies,90,Los Angeles Clippers,87
835,"Tue, Feb 24, 2015",Golden State Warriors,114,Washington Wizards,107
836,"Tue, Feb 24, 2015",Cleveland Cavaliers,102,Detroit Pistons,93
837,"Tue, Feb 24, 2015",Indiana Pacers,92,Oklahoma City Thunder,105
838,"Tue, Feb 24, 2015",Toronto Raptors,92,Dallas Mavericks,99
839,"Wed, Feb 25, 2015",Miami Heat,93,Orlando Magic,90
840,"Wed, Feb 25, 2015",Dallas Mavericks,87,Atlanta Hawks,104
841,"Wed, Feb 25, 2015",New York Knicks,94,Boston Celtics,115
842,"Wed, Feb 25, 2015",Charlotte Hornets,98,Chicago Bulls,86
843,"Wed, Feb 25, 2015",Los Angeles Clippers,105,Houston Rockets,110
844,"Wed, Feb 25, 2015",Philadelphia 76ers,88,Milwaukee Bucks,104
845,"Wed, Feb 25, 2015",Washington Wizards,77,Minnesota Timberwolves,97
846,"Wed, Feb 25, 2015",Brooklyn Nets,96,New Orleans Pelicans,102
847,"Wed, Feb 25, 2015",Phoenix Suns,110,Denver Nuggets,96
848,"Wed, Feb 25, 2015",Los Angeles Lakers,100,Utah Jazz,97
849,"Wed, Feb 25, 2015",Memphis Grizzlies,90,Sacramento Kings,102
850,"Wed, Feb 25, 2015",San Antonio Spurs,95,Portland Trail Blazers,111
851,"Thu, Feb 26, 2015",Golden State Warriors,99,Cleveland Cavaliers,110
852,"Thu, Feb 26, 2015",Oklahoma City Thunder,113,Phoenix Suns,117
853,"Fri, Feb 27, 2015",Cleveland Cavaliers,86,Indiana Pacers,93
854,"Fri, Feb 27, 2015",Washington Wizards,81,Philadelphia 76ers,89
855,"Fri, Feb 27, 2015",Orlando Magic,88,Atlanta Hawks,95
856,"Fri, Feb 27, 2015",Charlotte Hornets,98,Boston Celtics,106
857,"Fri, Feb 27, 2015",New York Knicks,121,Detroit Pistons,115
858,"Fri, Feb 27, 2015",Golden State Warriors,113,Toronto Raptors,89
859,"Fri, Feb 27, 2015",Minnesota Timberwolves,89,Chicago Bulls,96
860,"Fri, Feb 27, 2015",Brooklyn Nets,98,Houston Rockets,102
861,"Fri, Feb 27, 2015",Los Angeles Clippers,97,Memphis Grizzlies,79
862,"Fri, Feb 27, 2015",Miami Heat,102,New Orleans Pelicans,104
863,"Fri, Feb 27, 2015",Utah Jazz,104,Denver Nuggets,82
864,"Fri, Feb 27, 2015",San Antonio Spurs,107,Sacramento Kings,96
865,"Fri, Feb 27, 2015",Milwaukee Bucks,93,Los Angeles Lakers,101
866,"Fri, Feb 27, 2015",Oklahoma City Thunder,112,Portland Trail Blazers,115
867,"Sat, Feb 28, 2015",Detroit Pistons,95,Washington Wizards,99
868,"Sat, Feb 28, 2015",Atlanta Hawks,93,Miami Heat,91
869,"Sat, Feb 28, 2015",Toronto Raptors,98,New York Knicks,103
870,"Sat, Feb 28, 2015",Memphis Grizzlies,101,Minnesota Timberwolves,97
871,"Sat, Feb 28, 2015",Brooklyn Nets,104,Dallas Mavericks,94
872,"Sat, Feb 28, 2015",San Antonio Spurs,101,Phoenix Suns,74
873,"Sat, Feb 28, 2015",Milwaukee Bucks,75,Utah Jazz,82
874,"Sun, Mar 1, 2015",Los Angeles Clippers,96,Chicago Bulls,86
875,"Sun, Mar 1, 2015",Cleveland Cavaliers,103,Houston Rockets,105
876,"Sun, Mar 1, 2015",Golden State Warriors,106,Boston Celtics,101
877,"Sun, Mar 1, 2015",Philadelphia 76ers,74,Indiana Pacers,94
878,"Sun, Mar 1, 2015",Charlotte Hornets,98,Orlando Magic,83
879,"Sun, Mar 1, 2015",Portland Trail Blazers,110,Sacramento Kings,99
880,"Sun, Mar 1, 2015",Oklahoma City Thunder,108,Los Angeles Lakers,101
881,"Sun, Mar 1, 2015",New Orleans Pelicans,99,Denver Nuggets,92
882,"Mon, Mar 2, 2015",Toronto Raptors,114,Philadelphia 76ers,103
883,"Mon, Mar 2, 2015",Golden State Warriors,108,Brooklyn Nets,110
884,"Mon, Mar 2, 2015",Phoenix Suns,98,Miami Heat,115
885,"Mon, Mar 2, 2015",Los Angeles Clippers,110,Minnesota Timberwolves,105
886,"Mon, Mar 2, 2015",New Orleans Pelicans,93,Dallas Mavericks,102
887,"Tue, Mar 3, 2015",Los Angeles Lakers,103,Charlotte Hornets,104
888,"Tue, Mar 3, 2015",Boston Celtics,79,Cleveland Cavaliers,110
889,"Tue, Mar 3, 2015",Sacramento Kings,124,New York Knicks,86
890,"Tue, Mar 3, 2015",Houston Rockets,96,Atlanta Hawks,104
891,"Tue, Mar 3, 2015",Washington Wizards,92,Chicago Bulls,97
892,"Tue, Mar 3, 2015",Utah Jazz,93,Memphis Grizzlies,82
893,"Tue, Mar 3, 2015",Milwaukee Bucks,95,Denver Nuggets,106
894,"Wed, Mar 4, 2015",New York Knicks,82,Indiana Pacers,105
895,"Wed, Mar 4, 2015",Phoenix Suns,105,Orlando Magic,100
896,"Wed, Mar 4, 2015",Utah Jazz,84,Boston Celtics,85
897,"Wed, Mar 4, 2015",Charlotte Hornets,115,Brooklyn Nets,91
898,"Wed, Mar 4, 2015",Cleveland Cavaliers,120,Toronto Raptors,112
899,"Wed, Mar 4, 2015",Memphis Grizzlies,102,Houston Rockets,100
900,"Wed, Mar 4, 2015",Los Angeles Lakers,94,Miami Heat,100
901,"Wed, Mar 4, 2015",Denver Nuggets,100,Minnesota Timberwolves,85
902,"Wed, Mar 4, 2015",Detroit Pistons,85,New Orleans Pelicans,88
903,"Wed, Mar 4, 2015",Philadelphia 76ers,118,Oklahoma City Thunder,123
904,"Wed, Mar 4, 2015",Sacramento Kings,85,San Antonio Spurs,112
905,"Wed, Mar 4, 2015",Milwaukee Bucks,93,Golden State Warriors,102
906,"Wed, Mar 4, 2015",Portland Trail Blazers,98,Los Angeles Clippers,93
907,"Thu, Mar 5, 2015",Oklahoma City Thunder,105,Chicago Bulls,108
908,"Thu, Mar 5, 2015",Dallas Mavericks,75,Portland Trail Blazers,94
909,"Fri, Mar 6, 2015",Toronto Raptors,94,Charlotte Hornets,103
910,"Fri, Mar 6, 2015",Chicago Bulls,84,Indiana Pacers,98
911,"Fri, Mar 6, 2015",Sacramento Kings,114,Orlando Magic,119
912,"Fri, Mar 6, 2015",Utah Jazz,89,Philadelphia 76ers,83
913,"Fri, Mar 6, 2015",Miami Heat,97,Washington Wizards,99
914,"Fri, Mar 6, 2015",Cleveland Cavaliers,97,Atlanta Hawks,106
915,"Fri, Mar 6, 2015",Phoenix Suns,108,Brooklyn Nets,100
916,"Fri, Mar 6, 2015",Detroit Pistons,93,Houston Rockets,103
917,"Fri, Mar 6, 2015",Los Angeles Lakers,90,Memphis Grizzlies,97
918,"Fri, Mar 6, 2015",Boston Celtics,104,New Orleans Pelicans,98
919,"Fri, Mar 6, 2015",Denver Nuggets,111,San Antonio Spurs,120
920,"Fri, Mar 6, 2015",Dallas Mavericks,89,Golden State Warriors,104
921,"Sat, Mar 7, 2015",Memphis Grizzlies,89,New Orleans Pelicans,95
922,"Sat, Mar 7, 2015",Phoenix Suns,79,Cleveland Cavaliers,89
923,"Sat, Mar 7, 2015",Sacramento Kings,109,Miami Heat,114
924,"Sat, Mar 7, 2015",Indiana Pacers,92,New York Knicks,86
925,"Sat, Mar 7, 2015",Atlanta Hawks,84,Philadelphia 76ers,92
926,"Sat, Mar 7, 2015",Portland Trail Blazers,113,Minnesota Timberwolves,121
927,"Sat, Mar 7, 2015",Washington Wizards,85,Milwaukee Bucks,91
928,"Sat, Mar 7, 2015",Houston Rockets,114,Denver Nuggets,100
929,"Sun, Mar 8, 2015",Chicago Bulls,105,San Antonio Spurs,116
930,"Sun, Mar 8, 2015",Los Angeles Clippers,98,Golden State Warriors,106
931,"Sun, Mar 8, 2015",Utah Jazz,95,Brooklyn Nets,88
932,"Sun, Mar 8, 2015",Charlotte Hornets,108,Detroit Pistons,101
933,"Sun, Mar 8, 2015",Boston Celtics,98,Orlando Magic,103
934,"Sun, Mar 8, 2015",Toronto Raptors,104,Oklahoma City Thunder,108
935,"Sun, Mar 8, 2015",Dallas Mavericks,100,Los Angeles Lakers,93
936,"Mon, Mar 9, 2015",Washington Wizards,95,Charlotte Hornets,69
937,"Mon, Mar 9, 2015",Sacramento Kings,105,Atlanta Hawks,130
938,"Mon, Mar 9, 2015",Boston Celtics,100,Miami Heat,90
939,"Mon, Mar 9, 2015",Memphis Grizzlies,101,Chicago Bulls,91
940,"Mon, Mar 9, 2015",New Orleans Pelicans,114,Milwaukee Bucks,103
941,"Mon, Mar 9, 2015",New York Knicks,78,Denver Nuggets,106
942,"Mon, Mar 9, 2015",Golden State Warriors,98,Phoenix Suns,80
943,"Mon, Mar 9, 2015",Minnesota Timberwolves,76,Los Angeles Clippers,89
944,"Tue, Mar 10, 2015",Orlando Magic,86,Indiana Pacers,118
945,"Tue, Mar 10, 2015",New Orleans Pelicans,111,Brooklyn Nets,91
946,"Tue, Mar 10, 2015",Cleveland Cavaliers,127,Dallas Mavericks,94
947,"Tue, Mar 10, 2015",Toronto Raptors,107,San Antonio Spurs,117
948,"Tue, Mar 10, 2015",New York Knicks,82,Utah Jazz,87
949,"Tue, Mar 10, 2015",Detroit Pistons,85,Los Angeles Lakers,93
950,"Wed, Mar 11, 2015",Sacramento Kings,113,Charlotte Hornets,106
951,"Wed, Mar 11, 2015",Chicago Bulls,104,Philadelphia 76ers,95
952,"Wed, Mar 11, 2015",Memphis Grizzlies,92,Boston Celtics,95
953,"Wed, Mar 11, 2015",Brooklyn Nets,98,Miami Heat,104
954,"Wed, Mar 11, 2015",Orlando Magic,91,Milwaukee Bucks,97
955,"Wed, Mar 11, 2015",Los Angeles Clippers,120,Oklahoma City Thunder,108
956,"Wed, Mar 11, 2015",Atlanta Hawks,102,Denver Nuggets,115
957,"Wed, Mar 11, 2015",Minnesota Timberwolves,97,Phoenix Suns,106
958,"Wed, Mar 11, 2015",Detroit Pistons,98,Golden State Warriors,105
959,"Wed, Mar 11, 2015",Houston Rockets,100,Portland Trail Blazers,105
960,"Thu, Mar 12, 2015",Milwaukee Bucks,103,Indiana Pacers,109
961,"Thu, Mar 12, 2015",Memphis Grizzlies,87,Washington Wizards,107
962,"Thu, Mar 12, 2015",Houston Rockets,91,Utah Jazz,109
963,"Thu, Mar 12, 2015",Cleveland Cavaliers,128,San Antonio Spurs,125
964,"Thu, Mar 12, 2015",New York Knicks,101,Los Angeles Lakers,94
965,"Fri, Mar 13, 2015",Chicago Bulls,91,Charlotte Hornets,101
966,"Fri, Mar 13, 2015",Sacramento Kings,107,Philadelphia 76ers,114
967,"Fri, Mar 13, 2015",Orlando Magic,88,Boston Celtics,95
968,"Fri, Mar 13, 2015",Miami Heat,92,Toronto Raptors,102
969,"Fri, Mar 13, 2015",Minnesota Timberwolves,99,Oklahoma City Thunder,113
970,"Fri, Mar 13, 2015",Los Angeles Clippers,99,Dallas Mavericks,129
971,"Fri, Mar 13, 2015",Golden State Warriors,103,Denver Nuggets,114
972,"Fri, Mar 13, 2015",Atlanta Hawks,96,Phoenix Suns,87
973,"Fri, Mar 13, 2015",Detroit Pistons,99,Portland Trail Blazers,118
974,"Sat, Mar 14, 2015",Boston Celtics,93,Indiana Pacers,89
975,"Sat, Mar 14, 2015",Sacramento Kings,97,Washington Wizards,113
976,"Sat, Mar 14, 2015",Brooklyn Nets,94,Philadelphia 76ers,87
977,"Sat, Mar 14, 2015",Milwaukee Bucks,83,Memphis Grizzlies,96
978,"Sat, Mar 14, 2015",Detroit Pistons,85,Utah Jazz,88
979,"Sat, Mar 14, 2015",New York Knicks,94,Golden State Warriors,125
980,"Sun, Mar 15, 2015",Chicago Bulls,100,Oklahoma City Thunder,109
981,"Sun, Mar 15, 2015",Houston Rockets,100,Los Angeles Clippers,98
982,"Sun, Mar 15, 2015",Denver Nuggets,118,New Orleans Pelicans,111
983,"Sun, Mar 15, 2015",Cleveland Cavaliers,123,Orlando Magic,108
984,"Sun, Mar 15, 2015",Minnesota Timberwolves,97,San Antonio Spurs,123
985,"Sun, Mar 15, 2015",Portland Trail Blazers,113,Toronto Raptors,97
986,"Sun, Mar 15, 2015",New York Knicks,89,Phoenix Suns,102
987,"Sun, Mar 15, 2015",Atlanta Hawks,91,Los Angeles Lakers,86
988,"Mon, Mar 16, 2015",Toronto Raptors,117,Indiana Pacers,98
989,"Mon, Mar 16, 2015",Portland Trail Blazers,97,Washington Wizards,105
990,"Mon, Mar 16, 2015",Philadelphia 76ers,89,Boston Celtics,108
991,"Mon, Mar 16, 2015",Denver Nuggets,81,Memphis Grizzlies,92
992,"Mon, Mar 16, 2015",Cleveland Cavaliers,92,Miami Heat,106
993,"Mon, Mar 16, 2015",Brooklyn Nets,122,Minnesota Timberwolves,106
994,"Mon, Mar 16, 2015",Oklahoma City Thunder,115,Dallas Mavericks,119
995,"Mon, Mar 16, 2015",Charlotte Hornets,66,Utah Jazz,94
996,"Mon, Mar 16, 2015",Atlanta Hawks,110,Sacramento Kings,103
997,"Mon, Mar 16, 2015",Los Angeles Lakers,105,Golden State Warriors,108
998,"Tue, Mar 17, 2015",Memphis Grizzlies,95,Detroit Pistons,105
999,"Tue, Mar 17, 2015",San Antonio Spurs,100,New York Knicks,104
1000,"Tue, Mar 17, 2015",Orlando Magic,94,Houston Rockets,107
1001,"Tue, Mar 17, 2015",Milwaukee Bucks,84,New Orleans Pelicans,85
1002,"Tue, Mar 17, 2015",Charlotte Hornets,92,Los Angeles Clippers,99
1003,"Wed, Mar 18, 2015",Brooklyn Nets,92,Cleveland Cavaliers,117
1004,"Wed, Mar 18, 2015",Detroit Pistons,83,Philadelphia 76ers,94
1005,"Wed, Mar 18, 2015",Portland Trail Blazers,104,Miami Heat,108
1006,"Wed, Mar 18, 2015",Minnesota Timberwolves,100,Toronto Raptors,105
1007,"Wed, Mar 18, 2015",Indiana Pacers,86,Chicago Bulls,103
1008,"Wed, Mar 18, 2015",Orlando Magic,102,Dallas Mavericks,107
1009,"Wed, Mar 18, 2015",San Antonio Spurs,114,Milwaukee Bucks,103
1010,"Wed, Mar 18, 2015",Boston Celtics,118,Oklahoma City Thunder,122
1011,"Wed, Mar 18, 2015",Los Angeles Clippers,116,Sacramento Kings,105
1012,"Wed, Mar 18, 2015",Atlanta Hawks,95,Golden State Warriors,114
1013,"Wed, Mar 18, 2015",Washington Wizards,88,Utah Jazz,84
1014,"Thu, Mar 19, 2015",Minnesota Timberwolves,95,New York Knicks,92
1015,"Thu, Mar 19, 2015",Denver Nuggets,108,Houston Rockets,118
1016,"Thu, Mar 19, 2015",New Orleans Pelicans,72,Phoenix Suns,74
1017,"Thu, Mar 19, 2015",Utah Jazz,80,Los Angeles Lakers,73
1018,"Fri, Mar 20, 2015",Portland Trail Blazers,104,Orlando Magic,111
1019,"Fri, Mar 20, 2015",New York Knicks,81,Philadelphia 76ers,97
1020,"Fri, Mar 20, 2015",Milwaukee Bucks,127,Brooklyn Nets,129
1021,"Fri, Mar 20, 2015",Indiana Pacers,92,Cleveland Cavaliers,95
1022,"Fri, Mar 20, 2015",Denver Nuggets,91,Miami Heat,108
1023,"Fri, Mar 20, 2015",Toronto Raptors,92,Chicago Bulls,108
1024,"Fri, Mar 20, 2015",Atlanta Hawks,115,Oklahoma City Thunder,123
1025,"Fri, Mar 20, 2015",Memphis Grizzlies,112,Dallas Mavericks,101
1026,"Fri, Mar 20, 2015",Boston Celtics,89,San Antonio Spurs,101
1027,"Fri, Mar 20, 2015",Charlotte Hornets,91,Sacramento Kings,101
1028,"Fri, Mar 20, 2015",New Orleans Pelicans,96,Golden State Warriors,112
1029,"Fri, Mar 20, 2015",Washington Wizards,99,Los Angeles Clippers,113
1030,"Sat, Mar 21, 2015",Brooklyn Nets,123,Indiana Pacers,111
1031,"Sat, Mar 21, 2015",Chicago Bulls,91,Detroit Pistons,107
1032,"Sat, Mar 21, 2015",Phoenix Suns,117,Houston Rockets,102
1033,"Sat, Mar 21, 2015",Portland Trail Blazers,86,Memphis Grizzlies,97
1034,"Sat, Mar 21, 2015",Utah Jazz,91,Golden State Warriors,106
1035,"Sun, Mar 22, 2015",San Antonio Spurs,114,Atlanta Hawks,95
1036,"Sun, Mar 22, 2015",Cleveland Cavaliers,108,Milwaukee Bucks,90
