,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
346,"Sat, Dec 10, 2016",Milwaukee Bucks,105,Washington Wizards,110
347,"Sat, Dec 10, 2016",Charlotte Hornets,105,Cleveland Cavaliers,116
348,"Sat, Dec 10, 2016",Miami Heat,100,Chicago Bulls,105
349,"Sat, Dec 10, 2016",Dallas Mavericks,87,Houston Rockets,109
350,"Sat, Dec 10, 2016",Golden State Warriors,89,Memphis Grizzlies,110
351,"Sat, Dec 10, 2016",Brooklyn Nets,101,San Antonio Spurs,130
352,"Sat, Dec 10, 2016",Sacramento Kings,84,Utah Jazz,104
353,"Sat, Dec 10, 2016",New Orleans Pelicans,105,Los Angeles Clippers,133
354,"Sun, Dec 11, 2016",Philadelphia 76ers,97,Detroit Pistons,79
355,"Sun, Dec 11, 2016",Golden State Warriors,116,Minnesota Timberwolves,108
356,"Sun, Dec 11, 2016",Boston Celtics,96,Oklahoma City Thunder,99
357,"Sun, Dec 11, 2016",New Orleans Pelicans,120,Phoenix Suns,119
358,"Sun, Dec 11, 2016",New York Knicks,118,Los Angeles Lakers,112
359,"Mon, Dec 12, 2016",Charlotte Hornets,94,Indiana Pacers,110
360,"Mon, Dec 12, 2016",Washington Wizards,101,Miami Heat,112
361,"Mon, Dec 12, 2016",Milwaukee Bucks,100,Toronto Raptors,122
362,"Mon, Dec 12, 2016",Brooklyn Nets,118,Houston Rockets,122
363,"Mon, Dec 12, 2016",Denver Nuggets,92,Dallas Mavericks,112
364,"Mon, Dec 12, 2016",Portland Trail Blazers,120,Los Angeles Clippers,121
365,"Mon, Dec 12, 2016",Los Angeles Lakers,92,Sacramento Kings,116
366,"Tue, Dec 13, 2016",Memphis Grizzlies,86,Cleveland Cavaliers,103
367,"Tue, Dec 13, 2016",Orlando Magic,131,Atlanta Hawks,120
368,"Tue, Dec 13, 2016",Minnesota Timberwolves,99,Chicago Bulls,94
369,"Tue, Dec 13, 2016",Golden State Warriors,113,New Orleans Pelicans,109
370,"Tue, Dec 13, 2016",New York Knicks,111,Phoenix Suns,113
371,"Tue, Dec 13, 2016",Oklahoma City Thunder,95,Portland Trail Blazers,114
372,"Wed, Dec 14, 2016",Indiana Pacers,89,Miami Heat,95
373,"Wed, Dec 14, 2016",Los Angeles Clippers,113,Orlando Magic,108
374,"Wed, Dec 14, 2016",Toronto Raptors,123,Philadelphia 76ers,114
375,"Wed, Dec 14, 2016",Charlotte Hornets,106,Washington Wizards,109
376,"Wed, Dec 14, 2016",Los Angeles Lakers,97,Brooklyn Nets,107
377,"Wed, Dec 14, 2016",Sacramento Kings,98,Houston Rockets,132
378,"Wed, Dec 14, 2016",Cleveland Cavaliers,85,Memphis Grizzlies,93
379,"Wed, Dec 14, 2016",Detroit Pistons,95,Dallas Mavericks,85
380,"Wed, Dec 14, 2016",Oklahoma City Thunder,89,Utah Jazz,109
381,"Wed, Dec 14, 2016",Boston Celtics,101,San Antonio Spurs,108
382,"Thu, Dec 15, 2016",Chicago Bulls,97,Milwaukee Bucks,108
383,"Thu, Dec 15, 2016",Indiana Pacers,95,New Orleans Pelicans,102
384,"Thu, Dec 15, 2016",Portland Trail Blazers,120,Denver Nuggets,132
385,"Thu, Dec 15, 2016",San Antonio Spurs,107,Phoenix Suns,92
386,"Thu, Dec 15, 2016",New York Knicks,90,Golden State Warriors,103
387,"Fri, Dec 16, 2016",Brooklyn Nets,111,Orlando Magic,118
388,"Fri, Dec 16, 2016",Detroit Pistons,108,Washington Wizards,122
389,"Fri, Dec 16, 2016",Charlotte Hornets,88,Boston Celtics,96
390,"Fri, Dec 16, 2016",Atlanta Hawks,125,Toronto Raptors,121
391,"Fri, Dec 16, 2016",Milwaukee Bucks,95,Chicago Bulls,69
392,"Fri, Dec 16, 2016",New Orleans Pelicans,100,Houston Rockets,122
393,"Fri, Dec 16, 2016",Sacramento Kings,96,Memphis Grizzlies,92
394,"Fri, Dec 16, 2016",Los Angeles Clippers,102,Miami Heat,98
395,"Fri, Dec 16, 2016",Los Angeles Lakers,100,Philadelphia 76ers,89
396,"Fri, Dec 16, 2016",Dallas Mavericks,100,Utah Jazz,103
397,"Sat, Dec 17, 2016",Phoenix Suns,101,Oklahoma City Thunder,114
398,"Sat, Dec 17, 2016",Indiana Pacers,105,Detroit Pistons,90
399,"Sat, Dec 17, 2016",Charlotte Hornets,107,Atlanta Hawks,99
400,"Sat, Dec 17, 2016",Los Angeles Lakers,108,Cleveland Cavaliers,119
401,"Sat, Dec 17, 2016",Houston Rockets,111,Minnesota Timberwolves,109
402,"Sat, Dec 17, 2016",New York Knicks,114,Denver Nuggets,127
403,"Sat, Dec 17, 2016",Portland Trail Blazers,90,Golden State Warriors,135
404,"Sun, Dec 18, 2016",Los Angeles Clippers,110,Washington Wizards,117
405,"Sun, Dec 18, 2016",Sacramento Kings,79,Dallas Mavericks,99
406,"Sun, Dec 18, 2016",Utah Jazz,82,Memphis Grizzlies,73
407,"Sun, Dec 18, 2016",Boston Celtics,105,Miami Heat,95
408,"Sun, Dec 18, 2016",Toronto Raptors,109,Orlando Magic,79
409,"Sun, Dec 18, 2016",Brooklyn Nets,107,Philadelphia 76ers,108
410,"Sun, Dec 18, 2016",New Orleans Pelicans,100,San Antonio Spurs,113
411,"Mon, Dec 19, 2016",Washington Wizards,105,Indiana Pacers,107
412,"Mon, Dec 19, 2016",Detroit Pistons,82,Chicago Bulls,113
413,"Mon, Dec 19, 2016",Phoenix Suns,108,Minnesota Timberwolves,115
414,"Mon, Dec 19, 2016",Atlanta Hawks,110,Oklahoma City Thunder,108
415,"Mon, Dec 19, 2016",Dallas Mavericks,107,Denver Nuggets,117
416,"Tue, Dec 20, 2016",Los Angeles Lakers,113,Charlotte Hornets,117
417,"Tue, Dec 20, 2016",New Orleans Pelicans,108,Philadelphia 76ers,93
418,"Tue, Dec 20, 2016",Orlando Magic,136,Miami Heat,130
419,"Tue, Dec 20, 2016",Indiana Pacers,111,New York Knicks,118
420,"Tue, Dec 20, 2016",Brooklyn Nets,104,Toronto Raptors,116
421,"Tue, Dec 20, 2016",San Antonio Spurs,102,Houston Rockets,100
422,"Tue, Dec 20, 2016",Boston Celtics,112,Memphis Grizzlies,109
423,"Tue, Dec 20, 2016",Cleveland Cavaliers,114,Milwaukee Bucks,108
424,"Tue, Dec 20, 2016",Utah Jazz,74,Golden State Warriors,104
425,"Tue, Dec 20, 2016",Denver Nuggets,102,Los Angeles Clippers,119
426,"Tue, Dec 20, 2016",Portland Trail Blazers,121,Sacramento Kings,126
427,"Wed, Dec 21, 2016",Milwaukee Bucks,102,Cleveland Cavaliers,113
428,"Wed, Dec 21, 2016",Minnesota Timberwolves,92,Atlanta Hawks,84
429,"Wed, Dec 21, 2016",Memphis Grizzlies,98,Detroit Pistons,86
430,"Wed, Dec 21, 2016",Washington Wizards,107,Chicago Bulls,97
431,"Wed, Dec 21, 2016",Oklahoma City Thunder,121,New Orleans Pelicans,110
432,"Wed, Dec 21, 2016",Houston Rockets,125,Phoenix Suns,111
433,"Wed, Dec 21, 2016",Sacramento Kings,94,Utah Jazz,93
434,"Wed, Dec 21, 2016",Dallas Mavericks,96,Portland Trail Blazers,95
435,"Thu, Dec 22, 2016",Boston Celtics,109,Indiana Pacers,102
436,"Thu, Dec 22, 2016",Golden State Warriors,117,Brooklyn Nets,101
437,"Thu, Dec 22, 2016",Orlando Magic,95,New York Knicks,106
438,"Thu, Dec 22, 2016",Los Angeles Lakers,107,Miami Heat,115
439,"Thu, Dec 22, 2016",San Antonio Spurs,101,Los Angeles Clippers,106
440,"Fri, Dec 23, 2016",Chicago Bulls,91,Charlotte Hornets,103
441,"Fri, Dec 23, 2016",Los Angeles Lakers,90,Orlando Magic,109
442,"Fri, Dec 23, 2016",Oklahoma City Thunder,117,Boston Celtics,112
443,"Fri, Dec 23, 2016",Brooklyn Nets,99,Cleveland Cavaliers,119
444,"Fri, Dec 23, 2016",Golden State Warriors,119,Detroit Pistons,113
445,"Fri, Dec 23, 2016",Houston Rockets,109,Memphis Grizzlies,115
446,"Fri, Dec 23, 2016",Washington Wizards,96,Milwaukee Bucks,123
447,"Fri, Dec 23, 2016",Sacramento Kings,109,Minnesota Timberwolves,105
448,"Fri, Dec 23, 2016",Miami Heat,87,New Orleans Pelicans,91
449,"Fri, Dec 23, 2016",Atlanta Hawks,109,Denver Nuggets,108
450,"Fri, Dec 23, 2016",Philadelphia 76ers,116,Phoenix Suns,123
451,"Fri, Dec 23, 2016",Toronto Raptors,104,Utah Jazz,98
452,"Fri, Dec 23, 2016",San Antonio Spurs,110,Portland Trail Blazers,90
453,"Fri, Dec 23, 2016",Dallas Mavericks,90,Los Angeles Clippers,88
454,"Sun, Dec 25, 2016",Boston Celtics,119,New York Knicks,114
455,"Sun, Dec 25, 2016",Golden State Warriors,108,Cleveland Cavaliers,109
456,"Sun, Dec 25, 2016",Chicago Bulls,100,San Antonio Spurs,119
457,"Sun, Dec 25, 2016",Minnesota Timberwolves,100,Oklahoma City Thunder,112
458,"Sun, Dec 25, 2016",Los Angeles Clippers,102,Los Angeles Lakers,111
459,"Mon, Dec 26, 2016",Memphis Grizzlies,102,Orlando Magic,112
460,"Mon, Dec 26, 2016",Milwaukee Bucks,102,Washington Wizards,107
461,"Mon, Dec 26, 2016",Charlotte Hornets,118,Brooklyn Nets,120
462,"Mon, Dec 26, 2016",Cleveland Cavaliers,90,Detroit Pistons,106
463,"Mon, Dec 26, 2016",Indiana Pacers,85,Chicago Bulls,90
464,"Mon, Dec 26, 2016",Phoenix Suns,115,Houston Rockets,131
465,"Mon, Dec 26, 2016",Atlanta Hawks,90,Minnesota Timberwolves,104
466,"Mon, Dec 26, 2016",Dallas Mavericks,104,New Orleans Pelicans,111
467,"Mon, Dec 26, 2016",Toronto Raptors,95,Portland Trail Blazers,91
468,"Mon, Dec 26, 2016",Denver Nuggets,106,Los Angeles Clippers,102
469,"Mon, Dec 26, 2016",Philadelphia 76ers,100,Sacramento Kings,102
470,"Tue, Dec 27, 2016",Memphis Grizzlies,103,Boston Celtics,113
471,"Tue, Dec 27, 2016",Oklahoma City Thunder,106,Miami Heat,94
472,"Tue, Dec 27, 2016",Houston Rockets,123,Dallas Mavericks,107
473,"Tue, Dec 27, 2016",Utah Jazz,102,Los Angeles Lakers,100
474,"Wed, Dec 28, 2016",Charlotte Hornets,120,Orlando Magic,101
475,"Wed, Dec 28, 2016",Indiana Pacers,105,Washington Wizards,111
476,"Wed, Dec 28, 2016",New York Knicks,98,Atlanta Hawks,102
477,"Wed, Dec 28, 2016",Milwaukee Bucks,119,Detroit Pistons,94
478,"Wed, Dec 28, 2016",Brooklyn Nets,99,Chicago Bulls,101
479,"Wed, Dec 28, 2016",Los Angeles Clippers,98,New Orleans Pelicans,102
480,"Wed, Dec 28, 2016",Phoenix Suns,98,San Antonio Spurs,119
481,"Wed, Dec 28, 2016",Minnesota Timberwolves,103,Denver Nuggets,105
482,"Wed, Dec 28, 2016",Sacramento Kings,89,Portland Trail Blazers,102
483,"Wed, Dec 28, 2016",Toronto Raptors,111,Golden State Warriors,121
484,"Thu, Dec 29, 2016",Miami Heat,82,Charlotte Hornets,91
485,"Thu, Dec 29, 2016",Boston Celtics,118,Cleveland Cavaliers,124
486,"Thu, Dec 29, 2016",Oklahoma City Thunder,80,Memphis Grizzlies,114
487,"Thu, Dec 29, 2016",Toronto Raptors,91,Phoenix Suns,99
488,"Thu, Dec 29, 2016",Philadelphia 76ers,83,Utah Jazz,100
489,"Thu, Dec 29, 2016",Dallas Mavericks,101,Los Angeles Lakers,89
490,"Fri, Dec 30, 2016",Chicago Bulls,101,Indiana Pacers,111
491,"Fri, Dec 30, 2016",Brooklyn Nets,95,Washington Wizards,118
492,"Fri, Dec 30, 2016",Miami Heat,114,Boston Celtics,117
493,"Fri, Dec 30, 2016",Detroit Pistons,98,Atlanta Hawks,105
494,"Fri, Dec 30, 2016",Los Angeles Clippers,116,Houston Rockets,140
495,"Fri, Dec 30, 2016",Milwaukee Bucks,99,Minnesota Timberwolves,116
496,"Fri, Dec 30, 2016",New York Knicks,92,New Orleans Pelicans,104
497,"Fri, Dec 30, 2016",Portland Trail Blazers,94,San Antonio Spurs,110
498,"Fri, Dec 30, 2016",Philadelphia 76ers,124,Denver Nuggets,122
499,"Fri, Dec 30, 2016",Dallas Mavericks,99,Golden State Warriors,108
500,"Sat, Dec 31, 2016",Memphis Grizzlies,112,Sacramento Kings,98
501,"Sat, Dec 31, 2016",Milwaukee Bucks,116,Chicago Bulls,96
502,"Sat, Dec 31, 2016",Cleveland Cavaliers,121,Charlotte Hornets,109
503,"Sat, Dec 31, 2016",New York Knicks,122,Houston Rockets,129
504,"Sat, Dec 31, 2016",Los Angeles Clippers,88,Oklahoma City Thunder,114
505,"Sat, Dec 31, 2016",Phoenix Suns,86,Utah Jazz,91
506,"Sun, Jan 1, 2017",San Antonio Spurs,112,Atlanta Hawks,114
507,"Sun, Jan 1, 2017",Orlando Magic,104,Indiana Pacers,117
508,"Sun, Jan 1, 2017",Detroit Pistons,107,Miami Heat,98
509,"Sun, Jan 1, 2017",Portland Trail Blazers,95,Minnesota Timberwolves,89
510,"Sun, Jan 1, 2017",Toronto Raptors,123,Los Angeles Lakers,114
511,"Mon, Jan 2, 2017",New Orleans Pelicans,82,Cleveland Cavaliers,90
512,"Mon, Jan 2, 2017",Oklahoma City Thunder,94,Milwaukee Bucks,98
513,"Mon, Jan 2, 2017",Utah Jazz,101,Brooklyn Nets,89
514,"Mon, Jan 2, 2017",Orlando Magic,115,New York Knicks,103
515,"Mon, Jan 2, 2017",Charlotte Hornets,111,Chicago Bulls,118
516,"Mon, Jan 2, 2017",Washington Wizards,91,Houston Rockets,101
517,"Mon, Jan 2, 2017",Denver Nuggets,119,Golden State Warriors,127
518,"Mon, Jan 2, 2017",Phoenix Suns,98,Los Angeles Clippers,109
519,"Tue, Jan 3, 2017",Minnesota Timberwolves,91,Philadelphia 76ers,93
520,"Tue, Jan 3, 2017",Utah Jazz,104,Boston Celtics,115
521,"Tue, Jan 3, 2017",Indiana Pacers,121,Detroit Pistons,116
522,"Tue, Jan 3, 2017",Washington Wizards,105,Dallas Mavericks,113
523,"Tue, Jan 3, 2017",Toronto Raptors,82,San Antonio Spurs,110
524,"Tue, Jan 3, 2017",Sacramento Kings,120,Denver Nuggets,113
525,"Tue, Jan 3, 2017",Miami Heat,90,Phoenix Suns,99
526,"Tue, Jan 3, 2017",Memphis Grizzlies,102,Los Angeles Lakers,116
527,"Wed, Jan 4, 2017",Oklahoma City Thunder,112,Charlotte Hornets,123
528,"Wed, Jan 4, 2017",Atlanta Hawks,111,Orlando Magic,92
529,"Wed, Jan 4, 2017",Milwaukee Bucks,105,New York Knicks,104
530,"Wed, Jan 4, 2017",Chicago Bulls,106,Cleveland Cavaliers,94
531,"Wed, Jan 4, 2017",Portland Trail Blazers,117,Golden State Warriors,125
532,"Wed, Jan 4, 2017",Memphis Grizzlies,106,Los Angeles Clippers,115
533,"Wed, Jan 4, 2017",Miami Heat,107,Sacramento Kings,102
534,"Thu, Jan 5, 2017",Brooklyn Nets,109,Indiana Pacers,121
535,"Thu, Jan 5, 2017",Charlotte Hornets,114,Detroit Pistons,115
536,"Thu, Jan 5, 2017",Utah Jazz,93,Toronto Raptors,101
537,"Thu, Jan 5, 2017",Oklahoma City Thunder,116,Houston Rockets,118
538,"Thu, Jan 5, 2017",Atlanta Hawks,99,New Orleans Pelicans,94
539,"Thu, Jan 5, 2017",Phoenix Suns,102,Dallas Mavericks,95
540,"Thu, Jan 5, 2017",San Antonio Spurs,127,Denver Nuggets,99
541,"Thu, Jan 5, 2017",Los Angeles Lakers,109,Portland Trail Blazers,118
542,"Fri, Jan 6, 2017",Houston Rockets,100,Orlando Magic,93
543,"Fri, Jan 6, 2017",Minnesota Timberwolves,105,Washington Wizards,112
544,"Fri, Jan 6, 2017",Philadelphia 76ers,106,Boston Celtics,110
545,"Fri, Jan 6, 2017",Cleveland Cavaliers,116,Brooklyn Nets,108
546,"Fri, Jan 6, 2017",New York Knicks,116,Milwaukee Bucks,111
547,"Fri, Jan 6, 2017",Memphis Grizzlies,128,Golden State Warriors,119
548,"Fri, Jan 6, 2017",Miami Heat,100,Los Angeles Lakers,127
549,"Fri, Jan 6, 2017",Los Angeles Clippers,106,Sacramento Kings,98
550,"Sat, Jan 7, 2017",New York Knicks,109,Indiana Pacers,123
551,"Sat, Jan 7, 2017",New Orleans Pelicans,108,Boston Celtics,117
552,"Sat, Jan 7, 2017",Toronto Raptors,118,Chicago Bulls,123
553,"Sat, Jan 7, 2017",Utah Jazz,94,Minnesota Timberwolves,92
554,"Sat, Jan 7, 2017",Denver Nuggets,106,Oklahoma City Thunder,121
555,"Sat, Jan 7, 2017",Atlanta Hawks,97,Dallas Mavericks,82
556,"Sat, Jan 7, 2017",Charlotte Hornets,85,San Antonio Spurs,102
557,"Sun, Jan 8, 2017",Philadelphia 76ers,105,Brooklyn Nets,95
558,"Sun, Jan 8, 2017",Washington Wizards,107,Milwaukee Bucks,101
559,"Sun, Jan 8, 2017",Miami Heat,86,Los Angeles Clippers,98
560,"Sun, Jan 8, 2017",Houston Rockets,129,Toronto Raptors,122
561,"Sun, Jan 8, 2017",Utah Jazz,79,Memphis Grizzlies,88
562,"Sun, Jan 8, 2017",Cleveland Cavaliers,120,Phoenix Suns,116
563,"Sun, Jan 8, 2017",Detroit Pistons,125,Portland Trail Blazers,124
564,"Sun, Jan 8, 2017",Golden State Warriors,117,Sacramento Kings,106
565,"Sun, Jan 8, 2017",Orlando Magic,95,Los Angeles Lakers,111
566,"Mon, Jan 9, 2017",New Orleans Pelicans,110,New York Knicks,96
567,"Mon, Jan 9, 2017",Oklahoma City Thunder,109,Chicago Bulls,94
568,"Mon, Jan 9, 2017",Dallas Mavericks,92,Minnesota Timberwolves,101
569,"Tue, Jan 10, 2017",Chicago Bulls,99,Washington Wizards,101
570,"Tue, Jan 10, 2017",Atlanta Hawks,117,Brooklyn Nets,97
571,"Tue, Jan 10, 2017",Boston Celtics,106,Toronto Raptors,114
572,"Tue, Jan 10, 2017",Charlotte Hornets,114,Houston Rockets,121
573,"Tue, Jan 10, 2017",Milwaukee Bucks,109,San Antonio Spurs,107
574,"Tue, Jan 10, 2017",Cleveland Cavaliers,92,Utah Jazz,100
575,"Tue, Jan 10, 2017",Miami Heat,95,Golden State Warriors,107
576,"Tue, Jan 10, 2017",Portland Trail Blazers,108,Los Angeles Lakers,87
577,"Tue, Jan 10, 2017",Detroit Pistons,94,Sacramento Kings,100
578,"Wed, Jan 11, 2017",New York Knicks,97,Philadelphia 76ers,98
579,"Wed, Jan 11, 2017",Washington Wizards,108,Boston Celtics,117
580,"Wed, Jan 11, 2017",Houston Rockets,105,Minnesota Timberwolves,119
581,"Wed, Jan 11, 2017",Memphis Grizzlies,95,Oklahoma City Thunder,103
582,"Wed, Jan 11, 2017",Orlando Magic,96,Los Angeles Clippers,105
583,"Wed, Jan 11, 2017",Cleveland Cavaliers,86,Portland Trail Blazers,102
584,"Thu, Jan 12, 2017",Indiana Pacers,112,Denver Nuggets,140
585,"Thu, Jan 12, 2017",New Orleans Pelicans,104,Brooklyn Nets,95
586,"Thu, Jan 12, 2017",Chicago Bulls,89,New York Knicks,104
587,"Thu, Jan 12, 2017",Los Angeles Lakers,94,San Antonio Spurs,134
588,"Thu, Jan 12, 2017",Dallas Mavericks,113,Phoenix Suns,108
589,"Thu, Jan 12, 2017",Detroit Pistons,107,Golden State Warriors,127
590,"Fri, Jan 13, 2017",Charlotte Hornets,93,Philadelphia 76ers,102
591,"Fri, Jan 13, 2017",Brooklyn Nets,113,Toronto Raptors,132
592,"Fri, Jan 13, 2017",Boston Celtics,103,Atlanta Hawks,101
593,"Fri, Jan 13, 2017",Memphis Grizzlies,110,Houston Rockets,105
594,"Fri, Jan 13, 2017",Miami Heat,108,Milwaukee Bucks,116
595,"Fri, Jan 13, 2017",Oklahoma City Thunder,86,Minnesota Timberwolves,96
596,"Fri, Jan 13, 2017",Orlando Magic,115,Portland Trail Blazers,109
597,"Fri, Jan 13, 2017",Cleveland Cavaliers,120,Sacramento Kings,108
598,"Fri, Jan 13, 2017",Detroit Pistons,77,Utah Jazz,110
599,"Sat, Jan 14, 2017",Los Angeles Lakers,97,Los Angeles Clippers,113
600,"Sat, Jan 14, 2017",New Orleans Pelicans,99,Chicago Bulls,107
601,"Sat, Jan 14, 2017",San Antonio Spurs,105,Phoenix Suns,108
602,"Sat, Jan 14, 2017",Philadelphia 76ers,93,Washington Wizards,109
603,"Sat, Jan 14, 2017",Orlando Magic,107,Utah Jazz,114
604,"Sun, Jan 15, 2017",Minnesota Timberwolves,87,Dallas Mavericks,98
605,"Sun, Jan 15, 2017",Milwaukee Bucks,98,Atlanta Hawks,111
606,"Sun, Jan 15, 2017",New York Knicks,101,Toronto Raptors,116
607,"Sun, Jan 15, 2017",Houston Rockets,137,Brooklyn Nets,112
608,"Sun, Jan 15, 2017",Chicago Bulls,108,Memphis Grizzlies,104
609,"Sun, Jan 15, 2017",Oklahoma City Thunder,122,Sacramento Kings,118
610,"Sun, Jan 15, 2017",Detroit Pistons,102,Los Angeles Lakers,97
611,"Mon, Jan 16, 2017",Atlanta Hawks,108,New York Knicks,107
612,"Mon, Jan 16, 2017",Portland Trail Blazers,101,Washington Wizards,120
613,"Mon, Jan 16, 2017",Philadelphia 76ers,113,Milwaukee Bucks,104
614,"Mon, Jan 16, 2017",New Orleans Pelicans,95,Indiana Pacers,98
615,"Mon, Jan 16, 2017",Orlando Magic,112,Denver Nuggets,125
616,"Mon, Jan 16, 2017",Charlotte Hornets,98,Boston Celtics,108
617,"Mon, Jan 16, 2017",Cleveland Cavaliers,91,Golden State Warriors,126
618,"Mon, Jan 16, 2017",Utah Jazz,106,Phoenix Suns,101
619,"Mon, Jan 16, 2017",Oklahoma City Thunder,98,Los Angeles Clippers,120
620,"Tue, Jan 17, 2017",Toronto Raptors,119,Brooklyn Nets,109
621,"Tue, Jan 17, 2017",Houston Rockets,103,Miami Heat,109
622,"Tue, Jan 17, 2017",Dallas Mavericks,99,Chicago Bulls,98
623,"Tue, Jan 17, 2017",Minnesota Timberwolves,114,San Antonio Spurs,122
624,"Tue, Jan 17, 2017",Denver Nuggets,127,Los Angeles Lakers,121
625,"Wed, Jan 18, 2017",Portland Trail Blazers,85,Charlotte Hornets,107
626,"Wed, Jan 18, 2017",Toronto Raptors,89,Philadelphia 76ers,94
627,"Wed, Jan 18, 2017",Memphis Grizzlies,101,Washington Wizards,104
628,"Wed, Jan 18, 2017",New York Knicks,117,Boston Celtics,106
629,"Wed, Jan 18, 2017",Atlanta Hawks,95,Detroit Pistons,118
630,"Wed, Jan 18, 2017",Milwaukee Bucks,92,Houston Rockets,111
631,"Wed, Jan 18, 2017",Orlando Magic,98,New Orleans Pelicans,118
632,"Wed, Jan 18, 2017",Oklahoma City Thunder,100,Golden State Warriors,121
633,"Wed, Jan 18, 2017",Indiana Pacers,106,Sacramento Kings,100
634,"Thu, Jan 19, 2017",Phoenix Suns,103,Cleveland Cavaliers,118
635,"Thu, Jan 19, 2017",Dallas Mavericks,95,Miami Heat,99
636,"Thu, Jan 19, 2017",Washington Wizards,113,New York Knicks,110
637,"Thu, Jan 19, 2017",Denver Nuggets,104,San Antonio Spurs,118
638,"Thu, Jan 19, 2017",Minnesota Timberwolves,104,Los Angeles Clippers,101
639,"Fri, Jan 20, 2017",Toronto Raptors,78,Charlotte Hornets,113
640,"Fri, Jan 20, 2017",Milwaukee Bucks,96,Orlando Magic,112
641,"Fri, Jan 20, 2017",Portland Trail Blazers,92,Philadelphia 76ers,93
642,"Fri, Jan 20, 2017",Chicago Bulls,93,Atlanta Hawks,102
643,"Fri, Jan 20, 2017",Golden State Warriors,125,Houston Rockets,108
644,"Fri, Jan 20, 2017",Sacramento Kings,91,Memphis Grizzlies,107
645,"Fri, Jan 20, 2017",Brooklyn Nets,143,New Orleans Pelicans,114
646,"Fri, Jan 20, 2017",Utah Jazz,112,Dallas Mavericks,107
647,"Fri, Jan 20, 2017",Indiana Pacers,95,Los Angeles Lakers,108
648,"Sat, Jan 21, 2017",Portland Trail Blazers,127,Boston Celtics,123
649,"Sat, Jan 21, 2017",Washington Wizards,112,Detroit Pistons,113
650,"Sat, Jan 21, 2017",Philadelphia 76ers,93,Atlanta Hawks,110
651,"Sat, Jan 21, 2017",Brooklyn Nets,105,Charlotte Hornets,112
652,"Sat, Jan 21, 2017",Milwaukee Bucks,97,Miami Heat,109
653,"Sat, Jan 21, 2017",Phoenix Suns,107,New York Knicks,105
654,"Sat, Jan 21, 2017",Houston Rockets,119,Memphis Grizzlies,95
655,"Sat, Jan 21, 2017",San Antonio Spurs,118,Cleveland Cavaliers,115
656,"Sat, Jan 21, 2017",Sacramento Kings,99,Chicago Bulls,102
657,"Sat, Jan 21, 2017",Los Angeles Clippers,98,Denver Nuggets,123
658,"Sat, Jan 21, 2017",Indiana Pacers,100,Utah Jazz,109
659,"Sun, Jan 22, 2017",Golden State Warriors,118,Orlando Magic,98
660,"Sun, Jan 22, 2017",Los Angeles Lakers,73,Dallas Mavericks,122
661,"Sun, Jan 22, 2017",Phoenix Suns,115,Toronto Raptors,103
662,"Sun, Jan 22, 2017",Denver Nuggets,108,Minnesota Timberwolves,111
663,"Mon, Jan 23, 2017",Washington Wizards,109,Charlotte Hornets,99
664,"Mon, Jan 23, 2017",Los Angeles Clippers,115,Atlanta Hawks,105
665,"Mon, Jan 23, 2017",San Antonio Spurs,112,Brooklyn Nets,86
666,"Mon, Jan 23, 2017",Sacramento Kings,109,Detroit Pistons,104
667,"Mon, Jan 23, 2017",Golden State Warriors,102,Miami Heat,105
668,"Mon, Jan 23, 2017",New York Knicks,109,Indiana Pacers,103
669,"Mon, Jan 23, 2017",Houston Rockets,114,Milwaukee Bucks,127
670,"Mon, Jan 23, 2017",Cleveland Cavaliers,122,New Orleans Pelicans,124
671,"Mon, Jan 23, 2017",Oklahoma City Thunder,97,Utah Jazz,95
672,"Tue, Jan 24, 2017",Chicago Bulls,100,Orlando Magic,92
673,"Tue, Jan 24, 2017",Los Angeles Clippers,110,Philadelphia 76ers,121
674,"Tue, Jan 24, 2017",San Antonio Spurs,108,Toronto Raptors,106
675,"Tue, Jan 24, 2017",Boston Celtics,108,Washington Wizards,123
676,"Tue, Jan 24, 2017",Utah Jazz,93,Denver Nuggets,103
677,"Tue, Jan 24, 2017",Minnesota Timberwolves,112,Phoenix Suns,111
678,"Wed, Jan 25, 2017",Sacramento Kings,116,Cleveland Cavaliers,112
679,"Wed, Jan 25, 2017",Houston Rockets,109,Boston Celtics,120
680,"Wed, Jan 25, 2017",Miami Heat,109,Brooklyn Nets,106
681,"Wed, Jan 25, 2017",Atlanta Hawks,119,Chicago Bulls,114
682,"Wed, Jan 25, 2017",Golden State Warriors,113,Charlotte Hornets,103
683,"Wed, Jan 25, 2017",Toronto Raptors,99,Memphis Grizzlies,101
684,"Wed, Jan 25, 2017",Philadelphia 76ers,114,Milwaukee Bucks,109
685,"Wed, Jan 25, 2017",Oklahoma City Thunder,114,New Orleans Pelicans,105
686,"Wed, Jan 25, 2017",New York Knicks,95,Dallas Mavericks,103
687,"Wed, Jan 25, 2017",Los Angeles Lakers,98,Portland Trail Blazers,105
688,"Thu, Jan 26, 2017",Indiana Pacers,109,Minnesota Timberwolves,103
689,"Thu, Jan 26, 2017",Dallas Mavericks,98,Oklahoma City Thunder,109
690,"Thu, Jan 26, 2017",Phoenix Suns,120,Denver Nuggets,127
691,"Thu, Jan 26, 2017",Los Angeles Lakers,88,Utah Jazz,96
