,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
59,"Wed, Nov 2, 2016",Chicago Bulls,100,Boston Celtics,107
60,"Wed, Nov 2, 2016",New Orleans Pelicans,83,Memphis Grizzlies,89
61,"Wed, Nov 2, 2016",Dallas Mavericks,81,Utah Jazz,97
62,"Wed, Nov 2, 2016",Portland Trail Blazers,115,Phoenix Suns,118
63,"Wed, Nov 2, 2016",Oklahoma City Thunder,85,Los Angeles Clippers,83
64,"Thu, Nov 3, 2016",Sacramento Kings,94,Orlando Magic,102
65,"Thu, Nov 3, 2016",Boston Celtics,122,Cleveland Cavaliers,128
66,"Thu, Nov 3, 2016",Indiana Pacers,107,Milwaukee Bucks,125
67,"Thu, Nov 3, 2016",Denver Nuggets,102,Minnesota Timberwolves,99
68,"Thu, Nov 3, 2016",Oklahoma City Thunder,96,Golden State Warriors,122
69,"Fri, Nov 4, 2016",Atlanta Hawks,92,Washington Wizards,95
70,"Fri, Nov 4, 2016",Charlotte Hornets,99,Brooklyn Nets,95
71,"Fri, Nov 4, 2016",Miami Heat,87,Toronto Raptors,96
72,"Fri, Nov 4, 2016",New York Knicks,117,Chicago Bulls,104
73,"Fri, Nov 4, 2016",Los Angeles Clippers,99,Memphis Grizzlies,88
74,"Fri, Nov 4, 2016",Phoenix Suns,112,New Orleans Pelicans,111
75,"Fri, Nov 4, 2016",Portland Trail Blazers,105,Dallas Mavericks,95
76,"Fri, Nov 4, 2016",San Antonio Spurs,100,Utah Jazz,86
77,"Fri, Nov 4, 2016",Golden State Warriors,97,Los Angeles Lakers,117
78,"Sat, Nov 5, 2016",Minnesota Timberwolves,92,Oklahoma City Thunder,112
79,"Sat, Nov 5, 2016",Denver Nuggets,86,Detroit Pistons,103
80,"Sat, Nov 5, 2016",Chicago Bulls,94,Indiana Pacers,111
81,"Sat, Nov 5, 2016",Washington Wizards,86,Orlando Magic,88
82,"Sat, Nov 5, 2016",Cleveland Cavaliers,102,Philadelphia 76ers,101
83,"Sat, Nov 5, 2016",Houston Rockets,97,Atlanta Hawks,112
84,"Sat, Nov 5, 2016",Sacramento Kings,91,Milwaukee Bucks,117
85,"Sat, Nov 5, 2016",Los Angeles Clippers,116,San Antonio Spurs,92
86,"Sun, Nov 6, 2016",Utah Jazz,114,New York Knicks,109
87,"Sun, Nov 6, 2016",Portland Trail Blazers,100,Memphis Grizzlies,94
88,"Sun, Nov 6, 2016",Sacramento Kings,96,Toronto Raptors,91
89,"Sun, Nov 6, 2016",Milwaukee Bucks,75,Dallas Mavericks,86
90,"Sun, Nov 6, 2016",Denver Nuggets,123,Boston Celtics,107
91,"Sun, Nov 6, 2016",Phoenix Suns,108,Los Angeles Lakers,119
92,"Mon, Nov 7, 2016",Indiana Pacers,100,Charlotte Hornets,122
93,"Mon, Nov 7, 2016",Utah Jazz,109,Philadelphia 76ers,84
94,"Mon, Nov 7, 2016",Houston Rockets,114,Washington Wizards,106
95,"Mon, Nov 7, 2016",Orlando Magic,80,Chicago Bulls,112
96,"Mon, Nov 7, 2016",Miami Heat,85,Oklahoma City Thunder,97
97,"Mon, Nov 7, 2016",New Orleans Pelicans,106,Golden State Warriors,116
98,"Mon, Nov 7, 2016",Detroit Pistons,82,Los Angeles Clippers,114
99,"Tue, Nov 8, 2016",Atlanta Hawks,110,Cleveland Cavaliers,106
100,"Tue, Nov 8, 2016",Minnesota Timberwolves,110,Brooklyn Nets,119
101,"Tue, Nov 8, 2016",Denver Nuggets,107,Memphis Grizzlies,108
102,"Tue, Nov 8, 2016",Phoenix Suns,121,Portland Trail Blazers,124
103,"Tue, Nov 8, 2016",Dallas Mavericks,109,Los Angeles Lakers,97
104,"Tue, Nov 8, 2016",New Orleans Pelicans,94,Sacramento Kings,102
105,"Wed, Nov 9, 2016",Utah Jazz,98,Charlotte Hornets,104
106,"Wed, Nov 9, 2016",Philadelphia 76ers,115,Indiana Pacers,122
107,"Wed, Nov 9, 2016",Brooklyn Nets,96,New York Knicks,110
108,"Wed, Nov 9, 2016",Minnesota Timberwolves,123,Orlando Magic,107
109,"Wed, Nov 9, 2016",Boston Celtics,93,Washington Wizards,118
110,"Wed, Nov 9, 2016",Chicago Bulls,107,Atlanta Hawks,115
111,"Wed, Nov 9, 2016",Toronto Raptors,112,Oklahoma City Thunder,102
112,"Wed, Nov 9, 2016",Detroit Pistons,100,Phoenix Suns,107
113,"Wed, Nov 9, 2016",Houston Rockets,101,San Antonio Spurs,99
114,"Wed, Nov 9, 2016",Dallas Mavericks,95,Golden State Warriors,116
115,"Wed, Nov 9, 2016",Portland Trail Blazers,80,Los Angeles Clippers,111
116,"Thu, Nov 10, 2016",Chicago Bulls,98,Miami Heat,95
117,"Thu, Nov 10, 2016",New Orleans Pelicans,112,Milwaukee Bucks,106
118,"Thu, Nov 10, 2016",Golden State Warriors,125,Denver Nuggets,101
119,"Thu, Nov 10, 2016",Los Angeles Lakers,101,Sacramento Kings,91
120,"Fri, Nov 11, 2016",Toronto Raptors,113,Charlotte Hornets,111
121,"Fri, Nov 11, 2016",Utah Jazz,87,Orlando Magic,74
122,"Fri, Nov 11, 2016",Indiana Pacers,105,Philadelphia 76ers,109
123,"Fri, Nov 11, 2016",Cleveland Cavaliers,105,Washington Wizards,94
124,"Fri, Nov 11, 2016",New York Knicks,87,Boston Celtics,115
125,"Fri, Nov 11, 2016",Los Angeles Clippers,110,Oklahoma City Thunder,108
126,"Fri, Nov 11, 2016",Detroit Pistons,86,San Antonio Spurs,96
127,"Fri, Nov 11, 2016",Sacramento Kings,120,Portland Trail Blazers,122
128,"Sat, Nov 12, 2016",Boston Celtics,105,Indiana Pacers,99
129,"Sat, Nov 12, 2016",Los Angeles Lakers,126,New Orleans Pelicans,99
130,"Sat, Nov 12, 2016",Philadelphia 76ers,96,Atlanta Hawks,117
131,"Sat, Nov 12, 2016",New York Knicks,107,Toronto Raptors,118
132,"Sat, Nov 12, 2016",Washington Wizards,95,Chicago Bulls,106
133,"Sat, Nov 12, 2016",San Antonio Spurs,106,Houston Rockets,100
134,"Sat, Nov 12, 2016",Utah Jazz,102,Miami Heat,91
135,"Sat, Nov 12, 2016",Los Angeles Clippers,119,Minnesota Timberwolves,105
136,"Sat, Nov 12, 2016",Memphis Grizzlies,96,Milwaukee Bucks,106
137,"Sat, Nov 12, 2016",Detroit Pistons,106,Denver Nuggets,95
138,"Sat, Nov 12, 2016",Brooklyn Nets,122,Phoenix Suns,104
139,"Sun, Nov 13, 2016",Charlotte Hornets,93,Cleveland Cavaliers,100
140,"Sun, Nov 13, 2016",Los Angeles Lakers,99,Minnesota Timberwolves,125
141,"Sun, Nov 13, 2016",Orlando Magic,119,Oklahoma City Thunder,117
142,"Sun, Nov 13, 2016",Phoenix Suns,120,Golden State Warriors,133
143,"Sun, Nov 13, 2016",Denver Nuggets,105,Portland Trail Blazers,112
144,"Mon, Nov 14, 2016",Orlando Magic,69,Indiana Pacers,88
145,"Mon, Nov 14, 2016",Oklahoma City Thunder,88,Detroit Pistons,104
146,"Mon, Nov 14, 2016",Dallas Mavericks,77,New York Knicks,93
147,"Mon, Nov 14, 2016",Philadelphia 76ers,88,Houston Rockets,115
148,"Mon, Nov 14, 2016",Boston Celtics,105,New Orleans Pelicans,106
149,"Mon, Nov 14, 2016",Miami Heat,90,San Antonio Spurs,94
150,"Mon, Nov 14, 2016",Memphis Grizzlies,102,Utah Jazz,96
151,"Mon, Nov 14, 2016",Brooklyn Nets,95,Los Angeles Clippers,127
152,"Tue, Nov 15, 2016",Toronto Raptors,117,Cleveland Cavaliers,121
153,"Tue, Nov 15, 2016",Atlanta Hawks,93,Miami Heat,90
154,"Tue, Nov 15, 2016",Charlotte Hornets,115,Minnesota Timberwolves,108
155,"Tue, Nov 15, 2016",Chicago Bulls,113,Portland Trail Blazers,88
156,"Tue, Nov 15, 2016",Brooklyn Nets,118,Los Angeles Lakers,125
157,"Wed, Nov 16, 2016",Cleveland Cavaliers,93,Indiana Pacers,103
158,"Wed, Nov 16, 2016",New Orleans Pelicans,82,Orlando Magic,89
159,"Wed, Nov 16, 2016",Washington Wizards,102,Philadelphia 76ers,109
160,"Wed, Nov 16, 2016",Milwaukee Bucks,100,Atlanta Hawks,107
161,"Wed, Nov 16, 2016",Dallas Mavericks,83,Boston Celtics,90
162,"Wed, Nov 16, 2016",Detroit Pistons,102,New York Knicks,105
163,"Wed, Nov 16, 2016",Houston Rockets,103,Oklahoma City Thunder,105
164,"Wed, Nov 16, 2016",Golden State Warriors,127,Toronto Raptors,121
165,"Wed, Nov 16, 2016",Phoenix Suns,104,Denver Nuggets,120
166,"Wed, Nov 16, 2016",Memphis Grizzlies,111,Los Angeles Clippers,107
167,"Wed, Nov 16, 2016",San Antonio Spurs,110,Sacramento Kings,105
168,"Thu, Nov 17, 2016",New York Knicks,112,Washington Wizards,119
169,"Thu, Nov 17, 2016",Milwaukee Bucks,73,Miami Heat,96
170,"Thu, Nov 17, 2016",Portland Trail Blazers,109,Houston Rockets,126
171,"Thu, Nov 17, 2016",Philadelphia 76ers,86,Minnesota Timberwolves,110
172,"Thu, Nov 17, 2016",Chicago Bulls,85,Utah Jazz,77
173,"Fri, Nov 18, 2016",Atlanta Hawks,96,Charlotte Hornets,100
174,"Fri, Nov 18, 2016",Phoenix Suns,116,Indiana Pacers,96
175,"Fri, Nov 18, 2016",Detroit Pistons,81,Cleveland Cavaliers,104
176,"Fri, Nov 18, 2016",Golden State Warriors,104,Boston Celtics,88
177,"Fri, Nov 18, 2016",Portland Trail Blazers,101,New Orleans Pelicans,113
178,"Fri, Nov 18, 2016",Brooklyn Nets,105,Oklahoma City Thunder,124
179,"Fri, Nov 18, 2016",Memphis Grizzlies,80,Dallas Mavericks,64
180,"Fri, Nov 18, 2016",Toronto Raptors,113,Denver Nuggets,111
181,"Fri, Nov 18, 2016",San Antonio Spurs,116,Los Angeles Lakers,107
182,"Fri, Nov 18, 2016",Los Angeles Clippers,121,Sacramento Kings,115
183,"Sat, Nov 19, 2016",Utah Jazz,102,Houston Rockets,111
184,"Sat, Nov 19, 2016",Boston Celtics,94,Detroit Pistons,92
185,"Sat, Nov 19, 2016",Charlotte Hornets,116,New Orleans Pelicans,121
186,"Sat, Nov 19, 2016",Dallas Mavericks,87,Orlando Magic,95
187,"Sat, Nov 19, 2016",Miami Heat,114,Washington Wizards,111
188,"Sat, Nov 19, 2016",Phoenix Suns,105,Philadelphia 76ers,120
189,"Sat, Nov 19, 2016",Minnesota Timberwolves,71,Memphis Grizzlies,93
190,"Sat, Nov 19, 2016",Golden State Warriors,124,Milwaukee Bucks,121
191,"Sat, Nov 19, 2016",Chicago Bulls,95,Los Angeles Clippers,102
192,"Sun, Nov 20, 2016",Atlanta Hawks,94,New York Knicks,104
193,"Sun, Nov 20, 2016",Portland Trail Blazers,129,Brooklyn Nets,109
194,"Sun, Nov 20, 2016",Indiana Pacers,115,Oklahoma City Thunder,111
195,"Sun, Nov 20, 2016",Utah Jazz,91,Denver Nuggets,105
196,"Sun, Nov 20, 2016",Toronto Raptors,99,Sacramento Kings,102
197,"Sun, Nov 20, 2016",Chicago Bulls,118,Los Angeles Lakers,110
198,"Mon, Nov 21, 2016",Memphis Grizzlies,105,Charlotte Hornets,90
199,"Mon, Nov 21, 2016",Golden State Warriors,120,Indiana Pacers,83
200,"Mon, Nov 21, 2016",Miami Heat,94,Philadelphia 76ers,101
201,"Mon, Nov 21, 2016",Phoenix Suns,101,Washington Wizards,106
202,"Mon, Nov 21, 2016",Houston Rockets,99,Detroit Pistons,96
203,"Mon, Nov 21, 2016",Orlando Magic,89,Milwaukee Bucks,93
204,"Mon, Nov 21, 2016",Boston Celtics,99,Minnesota Timberwolves,93
205,"Mon, Nov 21, 2016",Dallas Mavericks,91,San Antonio Spurs,96
206,"Mon, Nov 21, 2016",Toronto Raptors,115,Los Angeles Clippers,123
207,"Tue, Nov 22, 2016",New Orleans Pelicans,112,Atlanta Hawks,94
208,"Tue, Nov 22, 2016",Portland Trail Blazers,103,New York Knicks,107
209,"Tue, Nov 22, 2016",Chicago Bulls,107,Denver Nuggets,110
210,"Tue, Nov 22, 2016",Oklahoma City Thunder,109,Los Angeles Lakers,111
211,"Wed, Nov 23, 2016",San Antonio Spurs,119,Charlotte Hornets,114
212,"Wed, Nov 23, 2016",Portland Trail Blazers,125,Cleveland Cavaliers,137
213,"Wed, Nov 23, 2016",Atlanta Hawks,96,Indiana Pacers,85
214,"Wed, Nov 23, 2016",Phoenix Suns,92,Orlando Magic,87
215,"Wed, Nov 23, 2016",Memphis Grizzlies,104,Philadelphia 76ers,99
216,"Wed, Nov 23, 2016",Boston Celtics,111,Brooklyn Nets,92
217,"Wed, Nov 23, 2016",Miami Heat,84,Detroit Pistons,107
218,"Wed, Nov 23, 2016",Toronto Raptors,115,Houston Rockets,102
219,"Wed, Nov 23, 2016",Los Angeles Clippers,124,Dallas Mavericks,104
220,"Wed, Nov 23, 2016",Denver Nuggets,83,Utah Jazz,108
221,"Wed, Nov 23, 2016",Minnesota Timberwolves,96,New Orleans Pelicans,117
222,"Wed, Nov 23, 2016",Los Angeles Lakers,106,Golden State Warriors,149
223,"Wed, Nov 23, 2016",Oklahoma City Thunder,101,Sacramento Kings,116
224,"Fri, Nov 25, 2016",San Antonio Spurs,109,Boston Celtics,103
225,"Fri, Nov 25, 2016",Washington Wizards,94,Orlando Magic,91
226,"Fri, Nov 25, 2016",Dallas Mavericks,90,Cleveland Cavaliers,128
227,"Fri, Nov 25, 2016",Los Angeles Clippers,97,Detroit Pistons,108
228,"Fri, Nov 25, 2016",Charlotte Hornets,111,New York Knicks,113
229,"Fri, Nov 25, 2016",Chicago Bulls,105,Philadelphia 76ers,89
230,"Fri, Nov 25, 2016",Brooklyn Nets,97,Indiana Pacers,118
231,"Fri, Nov 25, 2016",Miami Heat,90,Memphis Grizzlies,81
232,"Fri, Nov 25, 2016",Toronto Raptors,105,Milwaukee Bucks,99
233,"Fri, Nov 25, 2016",Atlanta Hawks,68,Utah Jazz,95
234,"Fri, Nov 25, 2016",Oklahoma City Thunder,132,Denver Nuggets,129
235,"Fri, Nov 25, 2016",Minnesota Timberwolves,98,Phoenix Suns,85
236,"Fri, Nov 25, 2016",New Orleans Pelicans,104,Portland Trail Blazers,119
237,"Fri, Nov 25, 2016",Golden State Warriors,109,Los Angeles Lakers,85
238,"Fri, Nov 25, 2016",Houston Rockets,117,Sacramento Kings,104
239,"Sat, Nov 26, 2016",New York Knicks,102,Charlotte Hornets,107
240,"Sat, Nov 26, 2016",San Antonio Spurs,112,Washington Wizards,100
241,"Sat, Nov 26, 2016",Memphis Grizzlies,110,Miami Heat,107
242,"Sat, Nov 26, 2016",Detroit Pistons,88,Oklahoma City Thunder,106
243,"Sat, Nov 26, 2016",Minnesota Timberwolves,102,Golden State Warriors,115
244,"Sun, Nov 27, 2016",Cleveland Cavaliers,112,Philadelphia 76ers,108
245,"Sun, Nov 27, 2016",Denver Nuggets,120,Phoenix Suns,114
246,"Sun, Nov 27, 2016",Sacramento Kings,122,Brooklyn Nets,105
247,"Sun, Nov 27, 2016",Los Angeles Clippers,70,Indiana Pacers,91
248,"Sun, Nov 27, 2016",Milwaukee Bucks,104,Orlando Magic,96
249,"Sun, Nov 27, 2016",New Orleans Pelicans,81,Dallas Mavericks,91
250,"Sun, Nov 27, 2016",Houston Rockets,130,Portland Trail Blazers,114
251,"Sun, Nov 27, 2016",Atlanta Hawks,94,Los Angeles Lakers,109
252,"Mon, Nov 28, 2016",Sacramento Kings,95,Washington Wizards,101
253,"Mon, Nov 28, 2016",Boston Celtics,112,Miami Heat,104
254,"Mon, Nov 28, 2016",Oklahoma City Thunder,112,New York Knicks,103
255,"Mon, Nov 28, 2016",Philadelphia 76ers,95,Toronto Raptors,122
256,"Mon, Nov 28, 2016",Charlotte Hornets,104,Memphis Grizzlies,85
257,"Mon, Nov 28, 2016",Utah Jazz,112,Minnesota Timberwolves,103
258,"Mon, Nov 28, 2016",Atlanta Hawks,100,Golden State Warriors,105
259,"Tue, Nov 29, 2016",Detroit Pistons,112,Charlotte Hornets,89
260,"Tue, Nov 29, 2016",Los Angeles Clippers,122,Brooklyn Nets,127
261,"Tue, Nov 29, 2016",Cleveland Cavaliers,101,Milwaukee Bucks,118
262,"Tue, Nov 29, 2016",Los Angeles Lakers,88,New Orleans Pelicans,105
263,"Tue, Nov 29, 2016",Orlando Magic,95,San Antonio Spurs,83
264,"Tue, Nov 29, 2016",Houston Rockets,101,Utah Jazz,120
265,"Wed, Nov 30, 2016",Detroit Pistons,121,Boston Celtics,114
266,"Wed, Nov 30, 2016",Memphis Grizzlies,105,Toronto Raptors,120
267,"Wed, Nov 30, 2016",Los Angeles Lakers,96,Chicago Bulls,90
268,"Wed, Nov 30, 2016",New York Knicks,106,Minnesota Timberwolves,104
269,"Wed, Nov 30, 2016",Washington Wizards,115,Oklahoma City Thunder,126
270,"Wed, Nov 30, 2016",San Antonio Spurs,94,Dallas Mavericks,87
271,"Wed, Nov 30, 2016",Miami Heat,106,Denver Nuggets,98
272,"Wed, Nov 30, 2016",Atlanta Hawks,107,Phoenix Suns,109
273,"Wed, Nov 30, 2016",Indiana Pacers,109,Portland Trail Blazers,131
274,"Thu, Dec 1, 2016",Dallas Mavericks,87,Charlotte Hornets,97
275,"Thu, Dec 1, 2016",Milwaukee Bucks,111,Brooklyn Nets,93
276,"Thu, Dec 1, 2016",Los Angeles Clippers,113,Cleveland Cavaliers,94
277,"Thu, Dec 1, 2016",Orlando Magic,94,Memphis Grizzlies,95
278,"Thu, Dec 1, 2016",Miami Heat,111,Utah Jazz,110
279,"Thu, Dec 1, 2016",Houston Rockets,132,Golden State Warriors,127
280,"Fri, Dec 2, 2016",Orlando Magic,105,Philadelphia 76ers,88
281,"Fri, Dec 2, 2016",Sacramento Kings,92,Boston Celtics,97
282,"Fri, Dec 2, 2016",Minnesota Timberwolves,114,New York Knicks,118
283,"Fri, Dec 2, 2016",Los Angeles Lakers,80,Toronto Raptors,113
284,"Fri, Dec 2, 2016",Detroit Pistons,121,Atlanta Hawks,85
285,"Fri, Dec 2, 2016",Cleveland Cavaliers,105,Chicago Bulls,111
286,"Fri, Dec 2, 2016",Los Angeles Clippers,114,New Orleans Pelicans,96
287,"Fri, Dec 2, 2016",Washington Wizards,105,San Antonio Spurs,107
288,"Fri, Dec 2, 2016",Houston Rockets,128,Denver Nuggets,110
289,"Sat, Dec 3, 2016",Brooklyn Nets,103,Milwaukee Bucks,112
290,"Sat, Dec 3, 2016",Minnesota Timberwolves,125,Charlotte Hornets,120
291,"Sat, Dec 3, 2016",Boston Celtics,107,Philadelphia 76ers,106
292,"Sat, Dec 3, 2016",Atlanta Hawks,84,Toronto Raptors,128
293,"Sat, Dec 3, 2016",Los Angeles Lakers,100,Memphis Grizzlies,103
294,"Sat, Dec 3, 2016",Chicago Bulls,82,Dallas Mavericks,107
295,"Sat, Dec 3, 2016",Denver Nuggets,98,Utah Jazz,105
296,"Sat, Dec 3, 2016",Miami Heat,92,Portland Trail Blazers,99
297,"Sat, Dec 3, 2016",Phoenix Suns,109,Golden State Warriors,138
298,"Sun, Dec 4, 2016",Orlando Magic,98,Detroit Pistons,92
299,"Sun, Dec 4, 2016",New Orleans Pelicans,92,Oklahoma City Thunder,101
300,"Sun, Dec 4, 2016",Sacramento Kings,98,New York Knicks,106
301,"Sun, Dec 4, 2016",Indiana Pacers,111,Los Angeles Clippers,102
302,"Mon, Dec 5, 2016",Denver Nuggets,106,Philadelphia 76ers,98
303,"Mon, Dec 5, 2016",Oklahoma City Thunder,102,Atlanta Hawks,99
304,"Mon, Dec 5, 2016",Washington Wizards,118,Brooklyn Nets,113
305,"Mon, Dec 5, 2016",Cleveland Cavaliers,116,Toronto Raptors,112
306,"Mon, Dec 5, 2016",Portland Trail Blazers,112,Chicago Bulls,110
307,"Mon, Dec 5, 2016",Boston Celtics,106,Houston Rockets,107
308,"Mon, Dec 5, 2016",San Antonio Spurs,97,Milwaukee Bucks,96
309,"Mon, Dec 5, 2016",Memphis Grizzlies,110,New Orleans Pelicans,108
310,"Mon, Dec 5, 2016",Charlotte Hornets,109,Dallas Mavericks,101
311,"Mon, Dec 5, 2016",Indiana Pacers,106,Golden State Warriors,142
312,"Mon, Dec 5, 2016",Utah Jazz,107,Los Angeles Lakers,101
313,"Tue, Dec 6, 2016",Orlando Magic,124,Washington Wizards,116
314,"Tue, Dec 6, 2016",Chicago Bulls,91,Detroit Pistons,102
315,"Tue, Dec 6, 2016",New York Knicks,114,Miami Heat,103
316,"Tue, Dec 6, 2016",Philadelphia 76ers,91,Memphis Grizzlies,96
317,"Tue, Dec 6, 2016",San Antonio Spurs,105,Minnesota Timberwolves,91
318,"Tue, Dec 6, 2016",Phoenix Suns,105,Utah Jazz,112
319,"Wed, Dec 7, 2016",Detroit Pistons,77,Charlotte Hornets,87
320,"Wed, Dec 7, 2016",Boston Celtics,117,Orlando Magic,87
321,"Wed, Dec 7, 2016",Miami Heat,95,Atlanta Hawks,103
322,"Wed, Dec 7, 2016",Denver Nuggets,111,Brooklyn Nets,116
323,"Wed, Dec 7, 2016",Los Angeles Lakers,95,Houston Rockets,134
324,"Wed, Dec 7, 2016",Portland Trail Blazers,107,Milwaukee Bucks,115
325,"Wed, Dec 7, 2016",Cleveland Cavaliers,126,New York Knicks,94
326,"Wed, Dec 7, 2016",Sacramento Kings,120,Dallas Mavericks,89
327,"Wed, Dec 7, 2016",Indiana Pacers,109,Phoenix Suns,94
328,"Wed, Dec 7, 2016",Golden State Warriors,115,Los Angeles Clippers,98
329,"Thu, Dec 8, 2016",Minnesota Timberwolves,110,Toronto Raptors,124
330,"Thu, Dec 8, 2016",Denver Nuggets,85,Washington Wizards,92
331,"Thu, Dec 8, 2016",Portland Trail Blazers,86,Memphis Grizzlies,88
332,"Thu, Dec 8, 2016",Philadelphia 76ers,99,New Orleans Pelicans,88
333,"Thu, Dec 8, 2016",Golden State Warriors,106,Utah Jazz,99
334,"Thu, Dec 8, 2016",San Antonio Spurs,91,Chicago Bulls,95
335,"Fri, Dec 9, 2016",Orlando Magic,88,Charlotte Hornets,109
336,"Fri, Dec 9, 2016",Toronto Raptors,101,Boston Celtics,94
337,"Fri, Dec 9, 2016",Miami Heat,84,Cleveland Cavaliers,114
338,"Fri, Dec 9, 2016",Atlanta Hawks,114,Milwaukee Bucks,110
339,"Fri, Dec 9, 2016",Detroit Pistons,117,Minnesota Timberwolves,90
340,"Fri, Dec 9, 2016",Houston Rockets,102,Oklahoma City Thunder,99
341,"Fri, Dec 9, 2016",Indiana Pacers,103,Dallas Mavericks,111
342,"Fri, Dec 9, 2016",Phoenix Suns,119,Los Angeles Lakers,115
343,"Fri, Dec 9, 2016",New York Knicks,103,Sacramento Kings,100
344,"Sat, Dec 10, 2016",Portland Trail Blazers,111,Indiana Pacers,118
345,"Sat, Dec 10, 2016",Denver Nuggets,121,Orlando Magic,113
