,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
1098,"Sun, Mar 25, 2018",New York Knicks,101,Washington Wizards,97
1099,"Sun, Mar 25, 2018",Portland Trail Blazers,108,Oklahoma City Thunder,105
1100,"Sun, Mar 25, 2018",Atlanta Hawks,99,Houston Rockets,118
1101,"Sun, Mar 25, 2018",Utah Jazz,110,Golden State Warriors,91
1102,"Mon, Mar 26, 2018",New York Knicks,128,Charlotte Hornets,137
1103,"Mon, Mar 26, 2018",Los Angeles Lakers,106,Detroit Pistons,112
1104,"Mon, Mar 26, 2018",Denver Nuggets,104,Philadelphia 76ers,123
1105,"Mon, Mar 26, 2018",Memphis Grizzlies,101,Minnesota Timberwolves,93
1106,"Mon, Mar 26, 2018",Boston Celtics,102,Phoenix Suns,94
1107,"Tue, Mar 27, 2018",San Antonio Spurs,106,Washington Wizards,116
1108,"Tue, Mar 27, 2018",Denver Nuggets,110,Toronto Raptors,114
1109,"Tue, Mar 27, 2018",Chicago Bulls,86,Houston Rockets,118
1110,"Tue, Mar 27, 2018",Cleveland Cavaliers,79,Miami Heat,98
1111,"Tue, Mar 27, 2018",Portland Trail Blazers,107,New Orleans Pelicans,103
1112,"Tue, Mar 27, 2018",Dallas Mavericks,103,Sacramento Kings,97
1113,"Tue, Mar 27, 2018",Indiana Pacers,92,Golden State Warriors,81
1114,"Tue, Mar 27, 2018",Milwaukee Bucks,98,Los Angeles Clippers,105
1115,"Wed, Mar 28, 2018",Cleveland Cavaliers,118,Charlotte Hornets,105
1116,"Wed, Mar 28, 2018",Brooklyn Nets,111,Orlando Magic,104
1117,"Wed, Mar 28, 2018",New York Knicks,101,Philadelphia 76ers,118
1118,"Wed, Mar 28, 2018",Portland Trail Blazers,103,Memphis Grizzlies,108
1119,"Wed, Mar 28, 2018",Atlanta Hawks,114,Minnesota Timberwolves,126
1120,"Wed, Mar 28, 2018",Boston Celtics,97,Utah Jazz,94
1121,"Wed, Mar 28, 2018",Los Angeles Clippers,111,Phoenix Suns,99
1122,"Wed, Mar 28, 2018",Dallas Mavericks,93,Los Angeles Lakers,103
1123,"Thu, Mar 29, 2018",Washington Wizards,92,Detroit Pistons,103
1124,"Thu, Mar 29, 2018",Chicago Bulls,92,Miami Heat,103
1125,"Thu, Mar 29, 2018",Oklahoma City Thunder,99,San Antonio Spurs,103
1126,"Thu, Mar 29, 2018",Indiana Pacers,106,Sacramento Kings,103
1127,"Thu, Mar 29, 2018",Milwaukee Bucks,116,Golden State Warriors,107
1128,"Fri, Mar 30, 2018",Chicago Bulls,90,Orlando Magic,82
1129,"Fri, Mar 30, 2018",Philadelphia 76ers,101,Atlanta Hawks,91
1130,"Fri, Mar 30, 2018",New Orleans Pelicans,102,Cleveland Cavaliers,107
1131,"Fri, Mar 30, 2018",Phoenix Suns,103,Houston Rockets,104
1132,"Fri, Mar 30, 2018",Denver Nuggets,126,Oklahoma City Thunder,125
1133,"Fri, Mar 30, 2018",Minnesota Timberwolves,93,Dallas Mavericks,92
1134,"Fri, Mar 30, 2018",Memphis Grizzlies,97,Utah Jazz,107
1135,"Fri, Mar 30, 2018",Milwaukee Bucks,124,Los Angeles Lakers,122
1136,"Fri, Mar 30, 2018",Los Angeles Clippers,96,Portland Trail Blazers,105
1137,"Sat, Mar 31, 2018",Charlotte Hornets,93,Washington Wizards,107
1138,"Sat, Mar 31, 2018",Detroit Pistons,115,New York Knicks,109
1139,"Sat, Mar 31, 2018",Toronto Raptors,99,Boston Celtics,110
1140,"Sat, Mar 31, 2018",Brooklyn Nets,110,Miami Heat,109
1141,"Sat, Mar 31, 2018",Golden State Warriors,112,Sacramento Kings,96
1142,"Sun, Apr 1, 2018",Philadelphia 76ers,119,Charlotte Hornets,102
1143,"Sun, Apr 1, 2018",Washington Wizards,94,Chicago Bulls,113
1144,"Sun, Apr 1, 2018",Indiana Pacers,111,Los Angeles Clippers,104
1145,"Sun, Apr 1, 2018",Houston Rockets,83,San Antonio Spurs,100
1146,"Sun, Apr 1, 2018",Orlando Magic,88,Atlanta Hawks,94
1147,"Sun, Apr 1, 2018",Detroit Pistons,108,Brooklyn Nets,96
1148,"Sun, Apr 1, 2018",Dallas Mavericks,87,Cleveland Cavaliers,98
1149,"Sun, Apr 1, 2018",Oklahoma City Thunder,109,New Orleans Pelicans,104
1150,"Sun, Apr 1, 2018",Utah Jazz,121,Minnesota Timberwolves,97
1151,"Sun, Apr 1, 2018",Milwaukee Bucks,125,Denver Nuggets,128
1152,"Sun, Apr 1, 2018",Phoenix Suns,107,Golden State Warriors,117
1153,"Sun, Apr 1, 2018",Memphis Grizzlies,98,Portland Trail Blazers,113
1154,"Sun, Apr 1, 2018",Sacramento Kings,84,Los Angeles Lakers,83
1155,"Tue, Apr 3, 2018",Toronto Raptors,106,Cleveland Cavaliers,112
1156,"Tue, Apr 3, 2018",Brooklyn Nets,95,Philadelphia 76ers,121
1157,"Tue, Apr 3, 2018",Atlanta Hawks,98,Miami Heat,101
1158,"Tue, Apr 3, 2018",Orlando Magic,97,New York Knicks,73
1159,"Tue, Apr 3, 2018",Charlotte Hornets,114,Chicago Bulls,120
1160,"Tue, Apr 3, 2018",Washington Wizards,104,Houston Rockets,120
1161,"Tue, Apr 3, 2018",Boston Celtics,102,Milwaukee Bucks,106
1162,"Tue, Apr 3, 2018",Golden State Warriors,111,Oklahoma City Thunder,107
1163,"Tue, Apr 3, 2018",Portland Trail Blazers,109,Dallas Mavericks,115
1164,"Tue, Apr 3, 2018",Indiana Pacers,104,Denver Nuggets,107
1165,"Tue, Apr 3, 2018",Los Angeles Lakers,110,Utah Jazz,117
1166,"Tue, Apr 3, 2018",Sacramento Kings,94,Phoenix Suns,97
1167,"Tue, Apr 3, 2018",San Antonio Spurs,110,Los Angeles Clippers,113
1168,"Wed, Apr 4, 2018",Philadelphia 76ers,115,Detroit Pistons,108
1169,"Wed, Apr 4, 2018",Dallas Mavericks,100,Orlando Magic,105
1170,"Wed, Apr 4, 2018",Miami Heat,115,Atlanta Hawks,86
1171,"Wed, Apr 4, 2018",Memphis Grizzlies,95,New Orleans Pelicans,123
1172,"Wed, Apr 4, 2018",Boston Celtics,78,Toronto Raptors,96
1173,"Wed, Apr 4, 2018",San Antonio Spurs,112,Los Angeles Lakers,122
1174,"Thu, Apr 5, 2018",Golden State Warriors,106,Indiana Pacers,126
1175,"Thu, Apr 5, 2018",Washington Wizards,115,Cleveland Cavaliers,119
1176,"Thu, Apr 5, 2018",Portland Trail Blazers,94,Houston Rockets,96
1177,"Thu, Apr 5, 2018",Brooklyn Nets,119,Milwaukee Bucks,111
1178,"Thu, Apr 5, 2018",Los Angeles Clippers,95,Utah Jazz,117
1179,"Thu, Apr 5, 2018",Minnesota Timberwolves,96,Denver Nuggets,100
1180,"Fri, Apr 6, 2018",Dallas Mavericks,106,Detroit Pistons,113
1181,"Fri, Apr 6, 2018",Charlotte Hornets,137,Orlando Magic,100
1182,"Fri, Apr 6, 2018",Cleveland Cavaliers,130,Philadelphia 76ers,132
1183,"Fri, Apr 6, 2018",Atlanta Hawks,103,Washington Wizards,97
1184,"Fri, Apr 6, 2018",Chicago Bulls,104,Boston Celtics,111
1185,"Fri, Apr 6, 2018",Miami Heat,98,New York Knicks,122
1186,"Fri, Apr 6, 2018",Indiana Pacers,73,Toronto Raptors,92
1187,"Fri, Apr 6, 2018",Sacramento Kings,94,Memphis Grizzlies,93
1188,"Fri, Apr 6, 2018",New Orleans Pelicans,122,Phoenix Suns,103
1189,"Fri, Apr 6, 2018",Minnesota Timberwolves,113,Los Angeles Lakers,96
1190,"Sat, Apr 7, 2018",Denver Nuggets,134,Los Angeles Clippers,115
1191,"Sat, Apr 7, 2018",Milwaukee Bucks,115,New York Knicks,102
1192,"Sat, Apr 7, 2018",Brooklyn Nets,124,Chicago Bulls,96
1193,"Sat, Apr 7, 2018",New Orleans Pelicans,126,Golden State Warriors,120
1194,"Sat, Apr 7, 2018",Oklahoma City Thunder,108,Houston Rockets,102
1195,"Sat, Apr 7, 2018",Portland Trail Blazers,105,San Antonio Spurs,116
1196,"Sun, Apr 8, 2018",Atlanta Hawks,112,Boston Celtics,106
1197,"Sun, Apr 8, 2018",Indiana Pacers,123,Charlotte Hornets,117
1198,"Sun, Apr 8, 2018",Dallas Mavericks,97,Philadelphia 76ers,109
1199,"Sun, Apr 8, 2018",Detroit Pistons,117,Memphis Grizzlies,130
1200,"Sun, Apr 8, 2018",Utah Jazz,112,Los Angeles Lakers,97
1201,"Sun, Apr 8, 2018",Orlando Magic,101,Toronto Raptors,112
1202,"Sun, Apr 8, 2018",Golden State Warriors,117,Phoenix Suns,100
1203,"Mon, Apr 9, 2018",Toronto Raptors,108,Detroit Pistons,98
1204,"Mon, Apr 9, 2018",Chicago Bulls,105,Brooklyn Nets,114
1205,"Mon, Apr 9, 2018",Oklahoma City Thunder,115,Miami Heat,93
1206,"Mon, Apr 9, 2018",Cleveland Cavaliers,123,New York Knicks,109
1207,"Mon, Apr 9, 2018",Orlando Magic,86,Milwaukee Bucks,102
1208,"Mon, Apr 9, 2018",Memphis Grizzlies,94,Minnesota Timberwolves,113
1209,"Mon, Apr 9, 2018",Sacramento Kings,85,San Antonio Spurs,98
1210,"Mon, Apr 9, 2018",Portland Trail Blazers,82,Denver Nuggets,88
1211,"Mon, Apr 9, 2018",New Orleans Pelicans,113,Los Angeles Clippers,100
1212,"Tue, Apr 10, 2018",Charlotte Hornets,119,Indiana Pacers,93
1213,"Tue, Apr 10, 2018",Philadelphia 76ers,121,Atlanta Hawks,113
1214,"Tue, Apr 10, 2018",Boston Celtics,101,Washington Wizards,113
1215,"Tue, Apr 10, 2018",Phoenix Suns,124,Dallas Mavericks,97
1216,"Tue, Apr 10, 2018",Golden State Warriors,79,Utah Jazz,119
1217,"Tue, Apr 10, 2018",Houston Rockets,105,Los Angeles Lakers,99
1218,"Wed, Apr 11, 2018",Brooklyn Nets,97,Boston Celtics,110
1219,"Wed, Apr 11, 2018",Detroit Pistons,119,Chicago Bulls,87
1220,"Wed, Apr 11, 2018",New York Knicks,110,Cleveland Cavaliers,98
1221,"Wed, Apr 11, 2018",Toronto Raptors,109,Miami Heat,116
1222,"Wed, Apr 11, 2018",Denver Nuggets,106,Minnesota Timberwolves,112
1223,"Wed, Apr 11, 2018",San Antonio Spurs,98,New Orleans Pelicans,122
1224,"Wed, Apr 11, 2018",Memphis Grizzlies,123,Oklahoma City Thunder,137
1225,"Wed, Apr 11, 2018",Washington Wizards,92,Orlando Magic,101
1226,"Wed, Apr 11, 2018",Milwaukee Bucks,95,Philadelphia 76ers,130
1227,"Wed, Apr 11, 2018",Los Angeles Lakers,115,Los Angeles Clippers,100
1228,"Wed, Apr 11, 2018",Utah Jazz,93,Portland Trail Blazers,102
1229,"Wed, Apr 11, 2018",Houston Rockets,83,Sacramento Kings,96
1231,"Sat, Apr 14, 2018",San Antonio Spurs,92,Golden State Warriors,113
1232,"Sat, Apr 14, 2018",Washington Wizards,106,Toronto Raptors,114
1233,"Sat, Apr 14, 2018",Miami Heat,103,Philadelphia 76ers,130
1234,"Sat, Apr 14, 2018",New Orleans Pelicans,97,Portland Trail Blazers,95
1235,"Sun, Apr 15, 2018",Milwaukee Bucks,107,Boston Celtics,113
1236,"Sun, Apr 15, 2018",Indiana Pacers,98,Cleveland Cavaliers,80
1237,"Sun, Apr 15, 2018",Utah Jazz,108,Oklahoma City Thunder,116
1238,"Sun, Apr 15, 2018",Minnesota Timberwolves,101,Houston Rockets,104
1239,"Mon, Apr 16, 2018",Miami Heat,113,Philadelphia 76ers,103
1240,"Mon, Apr 16, 2018",San Antonio Spurs,101,Golden State Warriors,116
1241,"Tue, Apr 17, 2018",Washington Wizards,119,Toronto Raptors,130
1242,"Tue, Apr 17, 2018",Milwaukee Bucks,106,Boston Celtics,120
1243,"Tue, Apr 17, 2018",New Orleans Pelicans,111,Portland Trail Blazers,102
1244,"Wed, Apr 18, 2018",Indiana Pacers,97,Cleveland Cavaliers,100
1245,"Wed, Apr 18, 2018",Utah Jazz,102,Oklahoma City Thunder,95
1246,"Wed, Apr 18, 2018",Minnesota Timberwolves,82,Houston Rockets,102
1247,"Thu, Apr 19, 2018",Philadelphia 76ers,128,Miami Heat,108
1248,"Thu, Apr 19, 2018",Portland Trail Blazers,102,New Orleans Pelicans,119
1249,"Thu, Apr 19, 2018",Golden State Warriors,110,San Antonio Spurs,97
1250,"Fri, Apr 20, 2018",Cleveland Cavaliers,90,Indiana Pacers,92
1251,"Fri, Apr 20, 2018",Toronto Raptors,103,Washington Wizards,122
1252,"Fri, Apr 20, 2018",Boston Celtics,92,Milwaukee Bucks,116
1253,"Sat, Apr 21, 2018",Philadelphia 76ers,106,Miami Heat,102
1254,"Sat, Apr 21, 2018",Portland Trail Blazers,123,New Orleans Pelicans,131
1255,"Sat, Apr 21, 2018",Houston Rockets,105,Minnesota Timberwolves,121
1256,"Sat, Apr 21, 2018",Oklahoma City Thunder,102,Utah Jazz,115
1257,"Sun, Apr 22, 2018",Boston Celtics,102,Milwaukee Bucks,104
1258,"Sun, Apr 22, 2018",Golden State Warriors,90,San Antonio Spurs,103
1259,"Sun, Apr 22, 2018",Toronto Raptors,98,Washington Wizards,106
1260,"Sun, Apr 22, 2018",Cleveland Cavaliers,104,Indiana Pacers,100
1261,"Mon, Apr 23, 2018",Houston Rockets,119,Minnesota Timberwolves,100
1262,"Mon, Apr 23, 2018",Oklahoma City Thunder,96,Utah Jazz,113
1263,"Tue, Apr 24, 2018",Milwaukee Bucks,87,Boston Celtics,92
1264,"Tue, Apr 24, 2018",Miami Heat,91,Philadelphia 76ers,104
1265,"Tue, Apr 24, 2018",San Antonio Spurs,91,Golden State Warriors,99
1266,"Wed, Apr 25, 2018",Indiana Pacers,95,Cleveland Cavaliers,98
1267,"Wed, Apr 25, 2018",Washington Wizards,98,Toronto Raptors,108
1268,"Wed, Apr 25, 2018",Minnesota Timberwolves,104,Houston Rockets,122
1269,"Wed, Apr 25, 2018",Utah Jazz,99,Oklahoma City Thunder,107
1270,"Thu, Apr 26, 2018",Boston Celtics,86,Milwaukee Bucks,97
1271,"Fri, Apr 27, 2018",Toronto Raptors,102,Washington Wizards,92
1272,"Fri, Apr 27, 2018",Cleveland Cavaliers,87,Indiana Pacers,121
1273,"Fri, Apr 27, 2018",Oklahoma City Thunder,91,Utah Jazz,96
1274,"Sat, Apr 28, 2018",Milwaukee Bucks,96,Boston Celtics,112
1275,"Sat, Apr 28, 2018",New Orleans Pelicans,101,Golden State Warriors,123
1276,"Sun, Apr 29, 2018",Indiana Pacers,101,Cleveland Cavaliers,105
1277,"Sun, Apr 29, 2018",Utah Jazz,96,Houston Rockets,110
1278,"Mon, Apr 30, 2018",Philadelphia 76ers,101,Boston Celtics,117
1279,"Tue, May 1, 2018",Cleveland Cavaliers,113,Toronto Raptors,112
1280,"Tue, May 1, 2018",New Orleans Pelicans,116,Golden State Warriors,121
1281,"Wed, May 2, 2018",Utah Jazz,116,Houston Rockets,108
1282,"Thu, May 3, 2018",Cleveland Cavaliers,128,Toronto Raptors,110
1283,"Thu, May 3, 2018",Philadelphia 76ers,103,Boston Celtics,108
1284,"Fri, May 4, 2018",Golden State Warriors,100,New Orleans Pelicans,119
1285,"Fri, May 4, 2018",Houston Rockets,113,Utah Jazz,92
1286,"Sat, May 5, 2018",Boston Celtics,101,Philadelphia 76ers,98
1287,"Sat, May 5, 2018",Toronto Raptors,103,Cleveland Cavaliers,105
1288,"Sun, May 6, 2018",Golden State Warriors,118,New Orleans Pelicans,92
1289,"Sun, May 6, 2018",Houston Rockets,100,Utah Jazz,87
1290,"Mon, May 7, 2018",Boston Celtics,92,Philadelphia 76ers,103
1291,"Mon, May 7, 2018",Toronto Raptors,93,Cleveland Cavaliers,128
1292,"Tue, May 8, 2018",Utah Jazz,102,Houston Rockets,112
1293,"Tue, May 8, 2018",New Orleans Pelicans,104,Golden State Warriors,113
1294,"Wed, May 9, 2018",Philadelphia 76ers,112,Boston Celtics,114
1295,"Sun, May 13, 2018",Cleveland Cavaliers,83,Boston Celtics,108
1296,"Mon, May 14, 2018",Golden State Warriors,119,Houston Rockets,106
1297,"Tue, May 15, 2018",Cleveland Cavaliers,94,Boston Celtics,107
1298,"Wed, May 16, 2018",Golden State Warriors,105,Houston Rockets,127
1299,"Sat, May 19, 2018",Boston Celtics,86,Cleveland Cavaliers,116
1300,"Sun, May 20, 2018",Houston Rockets,85,Golden State Warriors,126
1301,"Mon, May 21, 2018",Boston Celtics,102,Cleveland Cavaliers,111
1302,"Tue, May 22, 2018",Houston Rockets,95,Golden State Warriors,92
1303,"Wed, May 23, 2018",Cleveland Cavaliers,83,Boston Celtics,96
1304,"Thu, May 24, 2018",Golden State Warriors,94,Houston Rockets,98
1305,"Fri, May 25, 2018",Boston Celtics,99,Cleveland Cavaliers,109
1306,"Sat, May 26, 2018",Houston Rockets,86,Golden State Warriors,115
1307,"Sun, May 27, 2018",Cleveland Cavaliers,87,Boston Celtics,79
1308,"Mon, May 28, 2018",Golden State Warriors,101,Houston Rockets,92
1309,"Thu, May 31, 2018",Cleveland Cavaliers,114,Golden State Warriors,124
1310,"Sun, Jun 3, 2018",Cleveland Cavaliers,103,Golden State Warriors,122
1311,"Wed, Jun 6, 2018",Golden State Warriors,110,Cleveland Cavaliers,102
1312,"Fri, Jun 8, 2018",Golden State Warriors,108,Cleveland Cavaliers,85
