,Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1
754,"Wed, Jan 31, 2018",Charlotte Hornets,123,Atlanta Hawks,110
755,"Wed, Jan 31, 2018",Philadelphia 76ers,108,Brooklyn Nets,116
756,"Wed, Jan 31, 2018",Miami Heat,89,Cleveland Cavaliers,91
757,"Wed, Jan 31, 2018",New York Knicks,73,Boston Celtics,103
758,"Wed, Jan 31, 2018",Chicago Bulls,108,Portland Trail Blazers,124
759,"Wed, Jan 31, 2018",Dallas Mavericks,88,Phoenix Suns,102
760,"Thu, Feb 1, 2018",Memphis Grizzlies,102,Detroit Pistons,104
761,"Thu, Feb 1, 2018",Toronto Raptors,119,Washington Wizards,122
762,"Thu, Feb 1, 2018",Milwaukee Bucks,89,Minnesota Timberwolves,108
763,"Thu, Feb 1, 2018",Houston Rockets,102,San Antonio Spurs,91
764,"Thu, Feb 1, 2018",Oklahoma City Thunder,124,Denver Nuggets,127
765,"Fri, Feb 2, 2018",Indiana Pacers,126,Charlotte Hornets,133
766,"Fri, Feb 2, 2018",Atlanta Hawks,110,Boston Celtics,119
767,"Fri, Feb 2, 2018",Los Angeles Lakers,102,Brooklyn Nets,99
768,"Fri, Feb 2, 2018",Portland Trail Blazers,105,Toronto Raptors,130
769,"Fri, Feb 2, 2018",New York Knicks,90,Milwaukee Bucks,92
770,"Fri, Feb 2, 2018",Miami Heat,97,Philadelphia 76ers,103
771,"Fri, Feb 2, 2018",New Orleans Pelicans,114,Oklahoma City Thunder,100
772,"Fri, Feb 2, 2018",Utah Jazz,129,Phoenix Suns,97
773,"Fri, Feb 2, 2018",Golden State Warriors,119,Sacramento Kings,104
774,"Sat, Feb 3, 2018",Chicago Bulls,103,Los Angeles Clippers,113
775,"Sat, Feb 3, 2018",Miami Heat,107,Detroit Pistons,111
776,"Sat, Feb 3, 2018",Philadelphia 76ers,92,Indiana Pacers,100
777,"Sat, Feb 3, 2018",Washington Wizards,115,Orlando Magic,98
778,"Sat, Feb 3, 2018",Houston Rockets,120,Cleveland Cavaliers,88
779,"Sat, Feb 3, 2018",Golden State Warriors,108,Denver Nuggets,115
780,"Sat, Feb 3, 2018",New Orleans Pelicans,107,Minnesota Timberwolves,118
781,"Sat, Feb 3, 2018",Utah Jazz,120,San Antonio Spurs,111
782,"Sat, Feb 3, 2018",Dallas Mavericks,106,Sacramento Kings,99
783,"Sun, Feb 4, 2018",Portland Trail Blazers,96,Boston Celtics,97
784,"Sun, Feb 4, 2018",Milwaukee Bucks,109,Brooklyn Nets,94
785,"Sun, Feb 4, 2018",Atlanta Hawks,99,New York Knicks,96
786,"Sun, Feb 4, 2018",Memphis Grizzlies,86,Toronto Raptors,101
787,"Sun, Feb 4, 2018",Los Angeles Lakers,108,Oklahoma City Thunder,104
788,"Sun, Feb 4, 2018",Charlotte Hornets,115,Phoenix Suns,110
789,"Mon, Feb 5, 2018",Portland Trail Blazers,91,Detroit Pistons,111
790,"Mon, Feb 5, 2018",Washington Wizards,111,Indiana Pacers,102
791,"Mon, Feb 5, 2018",Orlando Magic,111,Miami Heat,109
792,"Mon, Feb 5, 2018",Utah Jazz,133,New Orleans Pelicans,109
793,"Mon, Feb 5, 2018",Charlotte Hornets,104,Denver Nuggets,121
794,"Mon, Feb 5, 2018",Chicago Bulls,98,Sacramento Kings,104
795,"Mon, Feb 5, 2018",Dallas Mavericks,101,Los Angeles Clippers,104
796,"Tue, Feb 6, 2018",Cleveland Cavaliers,98,Orlando Magic,116
797,"Tue, Feb 6, 2018",Memphis Grizzlies,82,Atlanta Hawks,108
798,"Tue, Feb 6, 2018",Houston Rockets,123,Brooklyn Nets,113
799,"Tue, Feb 6, 2018",Milwaukee Bucks,103,New York Knicks,89
800,"Tue, Feb 6, 2018",Boston Celtics,91,Toronto Raptors,111
801,"Tue, Feb 6, 2018",Washington Wizards,102,Philadelphia 76ers,115
802,"Tue, Feb 6, 2018",Oklahoma City Thunder,125,Golden State Warriors,105
803,"Tue, Feb 6, 2018",Phoenix Suns,93,Los Angeles Lakers,112
804,"Wed, Feb 7, 2018",Brooklyn Nets,106,Detroit Pistons,115
805,"Wed, Feb 7, 2018",Houston Rockets,109,Miami Heat,101
806,"Wed, Feb 7, 2018",Minnesota Timberwolves,138,Cleveland Cavaliers,140
807,"Wed, Feb 7, 2018",Utah Jazz,92,Memphis Grizzlies,88
808,"Wed, Feb 7, 2018",San Antonio Spurs,129,Phoenix Suns,81
809,"Thu, Feb 8, 2018",Atlanta Hawks,98,Orlando Magic,100
810,"Thu, Feb 8, 2018",New York Knicks,88,Toronto Raptors,113
811,"Thu, Feb 8, 2018",Boston Celtics,110,Washington Wizards,104
812,"Thu, Feb 8, 2018",Charlotte Hornets,103,Portland Trail Blazers,109
813,"Thu, Feb 8, 2018",Dallas Mavericks,103,Golden State Warriors,121
814,"Thu, Feb 8, 2018",Oklahoma City Thunder,81,Los Angeles Lakers,106
815,"Fri, Feb 9, 2018",Los Angeles Clippers,108,Detroit Pistons,95
816,"Fri, Feb 9, 2018",New Orleans Pelicans,82,Philadelphia 76ers,100
817,"Fri, Feb 9, 2018",Cleveland Cavaliers,123,Atlanta Hawks,107
818,"Fri, Feb 9, 2018",Indiana Pacers,97,Boston Celtics,91
819,"Fri, Feb 9, 2018",Denver Nuggets,104,Houston Rockets,130
820,"Fri, Feb 9, 2018",Milwaukee Bucks,85,Miami Heat,91
821,"Fri, Feb 9, 2018",Charlotte Hornets,94,Utah Jazz,106
822,"Fri, Feb 9, 2018",Minnesota Timberwolves,113,Chicago Bulls,114
823,"Fri, Feb 9, 2018",Portland Trail Blazers,118,Sacramento Kings,100
824,"Sat, Feb 10, 2018",New Orleans Pelicans,138,Brooklyn Nets,128
825,"Sat, Feb 10, 2018",Milwaukee Bucks,111,Orlando Magic,104
826,"Sat, Feb 10, 2018",Los Angeles Clippers,98,Philadelphia 76ers,112
827,"Sat, Feb 10, 2018",Washington Wizards,101,Chicago Bulls,90
828,"Sat, Feb 10, 2018",Los Angeles Lakers,123,Dallas Mavericks,130
829,"Sat, Feb 10, 2018",San Antonio Spurs,105,Golden State Warriors,122
830,"Sat, Feb 10, 2018",Denver Nuggets,123,Phoenix Suns,113
831,"Sun, Feb 11, 2018",Toronto Raptors,123,Charlotte Hornets,103
832,"Sun, Feb 11, 2018",Detroit Pistons,115,Atlanta Hawks,118
833,"Sun, Feb 11, 2018",Cleveland Cavaliers,121,Boston Celtics,99
834,"Sun, Feb 11, 2018",New York Knicks,113,Indiana Pacers,121
835,"Sun, Feb 11, 2018",Dallas Mavericks,97,Houston Rockets,104
836,"Sun, Feb 11, 2018",Sacramento Kings,106,Minnesota Timberwolves,111
837,"Sun, Feb 11, 2018",Memphis Grizzlies,92,Oklahoma City Thunder,110
838,"Sun, Feb 11, 2018",Utah Jazz,115,Portland Trail Blazers,96
839,"Mon, Feb 12, 2018",New Orleans Pelicans,118,Detroit Pistons,103
840,"Mon, Feb 12, 2018",New York Knicks,92,Philadelphia 76ers,108
841,"Mon, Feb 12, 2018",Los Angeles Clippers,114,Brooklyn Nets,101
842,"Mon, Feb 12, 2018",Orlando Magic,101,Chicago Bulls,105
843,"Mon, Feb 12, 2018",San Antonio Spurs,99,Utah Jazz,101
844,"Mon, Feb 12, 2018",Phoenix Suns,83,Golden State Warriors,129
845,"Tue, Feb 13, 2018",Miami Heat,112,Toronto Raptors,115
846,"Tue, Feb 13, 2018",Atlanta Hawks,92,Milwaukee Bucks,97
847,"Tue, Feb 13, 2018",Houston Rockets,126,Minnesota Timberwolves,108
848,"Tue, Feb 13, 2018",Cleveland Cavaliers,120,Oklahoma City Thunder,112
849,"Tue, Feb 13, 2018",Sacramento Kings,114,Dallas Mavericks,109
850,"Tue, Feb 13, 2018",San Antonio Spurs,109,Denver Nuggets,117
851,"Wed, Feb 14, 2018",Atlanta Hawks,98,Detroit Pistons,104
852,"Wed, Feb 14, 2018",Charlotte Hornets,104,Orlando Magic,102
853,"Wed, Feb 14, 2018",Miami Heat,102,Philadelphia 76ers,104
854,"Wed, Feb 14, 2018",Indiana Pacers,108,Brooklyn Nets,103
855,"Wed, Feb 14, 2018",Washington Wizards,118,New York Knicks,113
856,"Wed, Feb 14, 2018",Los Angeles Clippers,129,Boston Celtics,119
857,"Wed, Feb 14, 2018",Toronto Raptors,122,Chicago Bulls,98
858,"Wed, Feb 14, 2018",Sacramento Kings,91,Houston Rockets,100
859,"Wed, Feb 14, 2018",Oklahoma City Thunder,121,Memphis Grizzlies,114
860,"Wed, Feb 14, 2018",Los Angeles Lakers,117,New Orleans Pelicans,139
861,"Wed, Feb 14, 2018",Phoenix Suns,97,Utah Jazz,107
862,"Wed, Feb 14, 2018",Golden State Warriors,117,Portland Trail Blazers,123
863,"Thu, Feb 15, 2018",Denver Nuggets,134,Milwaukee Bucks,123
864,"Thu, Feb 15, 2018",Los Angeles Lakers,111,Minnesota Timberwolves,119
865,"Thu, Feb 22, 2018",Brooklyn Nets,96,Charlotte Hornets,111
866,"Thu, Feb 22, 2018",New York Knicks,120,Orlando Magic,113
867,"Thu, Feb 22, 2018",Philadelphia 76ers,116,Chicago Bulls,115
868,"Thu, Feb 22, 2018",Washington Wizards,110,Cleveland Cavaliers,103
869,"Thu, Feb 22, 2018",Oklahoma City Thunder,110,Sacramento Kings,107
870,"Thu, Feb 22, 2018",Los Angeles Clippers,127,Golden State Warriors,134
871,"Fri, Feb 23, 2018",Boston Celtics,110,Detroit Pistons,98
872,"Fri, Feb 23, 2018",Atlanta Hawks,93,Indiana Pacers,116
873,"Fri, Feb 23, 2018",Charlotte Hornets,122,Washington Wizards,105
874,"Fri, Feb 23, 2018",Milwaukee Bucks,122,Toronto Raptors,119
875,"Fri, Feb 23, 2018",Minnesota Timberwolves,102,Houston Rockets,120
876,"Fri, Feb 23, 2018",Cleveland Cavaliers,112,Memphis Grizzlies,89
877,"Fri, Feb 23, 2018",Miami Heat,123,New Orleans Pelicans,124
878,"Fri, Feb 23, 2018",San Antonio Spurs,119,Denver Nuggets,122
879,"Fri, Feb 23, 2018",Los Angeles Clippers,128,Phoenix Suns,117
880,"Fri, Feb 23, 2018",Portland Trail Blazers,100,Utah Jazz,81
881,"Fri, Feb 23, 2018",Dallas Mavericks,102,Los Angeles Lakers,124
882,"Sat, Feb 24, 2018",Orlando Magic,105,Philadelphia 76ers,116
883,"Sat, Feb 24, 2018",Memphis Grizzlies,89,Miami Heat,115
884,"Sat, Feb 24, 2018",Boston Celtics,121,New York Knicks,112
885,"Sat, Feb 24, 2018",Oklahoma City Thunder,80,Golden State Warriors,112
886,"Sat, Feb 24, 2018",Chicago Bulls,104,Minnesota Timberwolves,122
887,"Sat, Feb 24, 2018",Portland Trail Blazers,106,Phoenix Suns,104
888,"Sat, Feb 24, 2018",Dallas Mavericks,90,Utah Jazz,97
889,"Sat, Feb 24, 2018",Los Angeles Lakers,113,Sacramento Kings,108
890,"Sun, Feb 25, 2018",Detroit Pistons,98,Charlotte Hornets,114
891,"Sun, Feb 25, 2018",New Orleans Pelicans,123,Milwaukee Bucks,121
892,"Sun, Feb 25, 2018",San Antonio Spurs,110,Cleveland Cavaliers,94
893,"Sun, Feb 25, 2018",Houston Rockets,119,Denver Nuggets,114
894,"Sun, Feb 25, 2018",Philadelphia 76ers,94,Washington Wizards,109
895,"Mon, Feb 26, 2018",Los Angeles Lakers,123,Atlanta Hawks,104
896,"Mon, Feb 26, 2018",Memphis Grizzlies,98,Boston Celtics,109
897,"Mon, Feb 26, 2018",Chicago Bulls,87,Brooklyn Nets,104
898,"Mon, Feb 26, 2018",Golden State Warriors,125,New York Knicks,111
899,"Mon, Feb 26, 2018",Detroit Pistons,94,Toronto Raptors,123
900,"Mon, Feb 26, 2018",Phoenix Suns,116,New Orleans Pelicans,125
901,"Mon, Feb 26, 2018",Orlando Magic,105,Oklahoma City Thunder,112
902,"Mon, Feb 26, 2018",Indiana Pacers,103,Dallas Mavericks,109
903,"Mon, Feb 26, 2018",Houston Rockets,96,Utah Jazz,85
904,"Mon, Feb 26, 2018",Minnesota Timberwolves,118,Sacramento Kings,100
905,"Tue, Feb 27, 2018",Chicago Bulls,103,Charlotte Hornets,118
906,"Tue, Feb 27, 2018",Brooklyn Nets,123,Cleveland Cavaliers,129
907,"Tue, Feb 27, 2018",Philadelphia 76ers,101,Miami Heat,102
908,"Tue, Feb 27, 2018",Washington Wizards,107,Milwaukee Bucks,104
909,"Tue, Feb 27, 2018",Sacramento Kings,99,Portland Trail Blazers,116
910,"Tue, Feb 27, 2018",Los Angeles Clippers,122,Denver Nuggets,120
911,"Wed, Feb 28, 2018",Milwaukee Bucks,87,Detroit Pistons,110
912,"Wed, Feb 28, 2018",Toronto Raptors,117,Orlando Magic,104
913,"Wed, Feb 28, 2018",Indiana Pacers,102,Atlanta Hawks,107
914,"Wed, Feb 28, 2018",Charlotte Hornets,106,Boston Celtics,134
915,"Wed, Feb 28, 2018",Phoenix Suns,110,Memphis Grizzlies,102
916,"Wed, Feb 28, 2018",Golden State Warriors,109,Washington Wizards,101
917,"Wed, Feb 28, 2018",Oklahoma City Thunder,111,Dallas Mavericks,110
918,"Wed, Feb 28, 2018",New Orleans Pelicans,121,San Antonio Spurs,116
919,"Wed, Feb 28, 2018",Houston Rockets,105,Los Angeles Clippers,92
920,"Thu, Mar 1, 2018",Los Angeles Lakers,131,Miami Heat,113
921,"Thu, Mar 1, 2018",Philadelphia 76ers,108,Cleveland Cavaliers,97
922,"Thu, Mar 1, 2018",Brooklyn Nets,111,Sacramento Kings,116
923,"Thu, Mar 1, 2018",Minnesota Timberwolves,99,Portland Trail Blazers,108
924,"Fri, Mar 2, 2018",Detroit Pistons,106,Orlando Magic,115
925,"Fri, Mar 2, 2018",Charlotte Hornets,99,Philadelphia 76ers,110
926,"Fri, Mar 2, 2018",Golden State Warriors,114,Atlanta Hawks,109
927,"Fri, Mar 2, 2018",Dallas Mavericks,100,Chicago Bulls,108
928,"Fri, Mar 2, 2018",Denver Nuggets,108,Memphis Grizzlies,102
929,"Fri, Mar 2, 2018",Indiana Pacers,103,Milwaukee Bucks,96
930,"Fri, Mar 2, 2018",Toronto Raptors,102,Washington Wizards,95
931,"Fri, Mar 2, 2018",Oklahoma City Thunder,124,Phoenix Suns,116
932,"Fri, Mar 2, 2018",New York Knicks,105,Los Angeles Clippers,128
933,"Fri, Mar 2, 2018",Minnesota Timberwolves,108,Utah Jazz,116
934,"Sat, Mar 3, 2018",Memphis Grizzlies,100,Orlando Magic,107
935,"Sat, Mar 3, 2018",Denver Nuggets,126,Cleveland Cavaliers,117
936,"Sat, Mar 3, 2018",Detroit Pistons,96,Miami Heat,105
937,"Sat, Mar 3, 2018",Boston Celtics,120,Houston Rockets,123
938,"Sat, Mar 3, 2018",Los Angeles Lakers,116,San Antonio Spurs,112
939,"Sat, Mar 3, 2018",Oklahoma City Thunder,100,Portland Trail Blazers,108
940,"Sat, Mar 3, 2018",Utah Jazz,98,Sacramento Kings,91
941,"Sun, Mar 4, 2018",Phoenix Suns,112,Atlanta Hawks,113
942,"Sun, Mar 4, 2018",Charlotte Hornets,98,Toronto Raptors,103
943,"Sun, Mar 4, 2018",Indiana Pacers,98,Washington Wizards,95
944,"Sun, Mar 4, 2018",New Orleans Pelicans,126,Dallas Mavericks,109
945,"Sun, Mar 4, 2018",Philadelphia 76ers,110,Milwaukee Bucks,118
946,"Sun, Mar 4, 2018",Brooklyn Nets,120,Los Angeles Clippers,123
947,"Sun, Mar 4, 2018",New York Knicks,99,Sacramento Kings,102
948,"Mon, Mar 5, 2018",Detroit Pistons,90,Cleveland Cavaliers,112
949,"Mon, Mar 5, 2018",Milwaukee Bucks,89,Indiana Pacers,92
950,"Mon, Mar 5, 2018",Phoenix Suns,103,Miami Heat,125
951,"Mon, Mar 5, 2018",Boston Celtics,105,Chicago Bulls,89
952,"Mon, Mar 5, 2018",Memphis Grizzlies,98,San Antonio Spurs,100
953,"Mon, Mar 5, 2018",Orlando Magic,80,Utah Jazz,94
954,"Mon, Mar 5, 2018",Portland Trail Blazers,108,Los Angeles Lakers,103
955,"Tue, Mar 6, 2018",Philadelphia 76ers,128,Charlotte Hornets,114
956,"Tue, Mar 6, 2018",Atlanta Hawks,90,Toronto Raptors,106
957,"Tue, Mar 6, 2018",Miami Heat,113,Washington Wizards,117
958,"Tue, Mar 6, 2018",Houston Rockets,122,Oklahoma City Thunder,112
959,"Tue, Mar 6, 2018",Denver Nuggets,107,Dallas Mavericks,118
960,"Tue, Mar 6, 2018",New York Knicks,87,Portland Trail Blazers,111
961,"Tue, Mar 6, 2018",Brooklyn Nets,101,Golden State Warriors,114
962,"Tue, Mar 6, 2018",New Orleans Pelicans,121,Los Angeles Clippers,116
963,"Wed, Mar 7, 2018",Utah Jazz,104,Indiana Pacers,84
964,"Wed, Mar 7, 2018",Memphis Grizzlies,110,Chicago Bulls,119
965,"Wed, Mar 7, 2018",Toronto Raptors,121,Detroit Pistons,119
966,"Wed, Mar 7, 2018",Houston Rockets,110,Milwaukee Bucks,99
967,"Wed, Mar 7, 2018",New Orleans Pelicans,114,Sacramento Kings,101
968,"Wed, Mar 7, 2018",Cleveland Cavaliers,113,Denver Nuggets,108
969,"Wed, Mar 7, 2018",Orlando Magic,107,Los Angeles Lakers,108
970,"Thu, Mar 8, 2018",Brooklyn Nets,125,Charlotte Hornets,111
971,"Thu, Mar 8, 2018",Philadelphia 76ers,99,Miami Heat,108
972,"Thu, Mar 8, 2018",Boston Celtics,117,Minnesota Timberwolves,109
973,"Thu, Mar 8, 2018",Phoenix Suns,87,Oklahoma City Thunder,115
974,"Thu, Mar 8, 2018",San Antonio Spurs,107,Golden State Warriors,110
975,"Fri, Mar 9, 2018",Chicago Bulls,83,Detroit Pistons,99
976,"Fri, Mar 9, 2018",Atlanta Hawks,87,Indiana Pacers,112
977,"Fri, Mar 9, 2018",Houston Rockets,105,Toronto Raptors,108
978,"Fri, Mar 9, 2018",Utah Jazz,95,Memphis Grizzlies,78
979,"Fri, Mar 9, 2018",New York Knicks,112,Milwaukee Bucks,120
980,"Fri, Mar 9, 2018",Washington Wizards,116,New Orleans Pelicans,97
981,"Fri, Mar 9, 2018",Los Angeles Lakers,116,Denver Nuggets,125
982,"Fri, Mar 9, 2018",Golden State Warriors,108,Portland Trail Blazers,125
983,"Fri, Mar 9, 2018",Orlando Magic,88,Sacramento Kings,94
984,"Fri, Mar 9, 2018",Cleveland Cavaliers,102,Los Angeles Clippers,116
985,"Sat, Mar 10, 2018",Phoenix Suns,115,Charlotte Hornets,122
986,"Sat, Mar 10, 2018",Washington Wizards,102,Miami Heat,129
987,"Sat, Mar 10, 2018",Memphis Grizzlies,80,Dallas Mavericks,114
988,"Sat, Mar 10, 2018",San Antonio Spurs,94,Oklahoma City Thunder,104
989,"Sat, Mar 10, 2018",Orlando Magic,105,Los Angeles Clippers,113
990,"Sun, Mar 11, 2018",Toronto Raptors,132,New York Knicks,106
991,"Sun, Mar 11, 2018",Chicago Bulls,129,Atlanta Hawks,122
992,"Sun, Mar 11, 2018",Golden State Warriors,103,Minnesota Timberwolves,109
993,"Sun, Mar 11, 2018",Utah Jazz,116,New Orleans Pelicans,99
994,"Sun, Mar 11, 2018",Sacramento Kings,104,Denver Nuggets,130
995,"Sun, Mar 11, 2018",Houston Rockets,105,Dallas Mavericks,82
996,"Sun, Mar 11, 2018",Indiana Pacers,99,Boston Celtics,97
997,"Sun, Mar 11, 2018",Philadelphia 76ers,120,Brooklyn Nets,97
998,"Sun, Mar 11, 2018",Cleveland Cavaliers,113,Los Angeles Lakers,127
999,"Mon, Mar 12, 2018",San Antonio Spurs,93,Houston Rockets,109
1000,"Mon, Mar 12, 2018",Milwaukee Bucks,121,Memphis Grizzlies,103
1001,"Mon, Mar 12, 2018",Sacramento Kings,101,Oklahoma City Thunder,106
1002,"Mon, Mar 12, 2018",Miami Heat,99,Portland Trail Blazers,115
1003,"Tue, Mar 13, 2018",Indiana Pacers,101,Philadelphia 76ers,98
1004,"Tue, Mar 13, 2018",Minnesota Timberwolves,116,Washington Wizards,111
1005,"Tue, Mar 13, 2018",Oklahoma City Thunder,119,Atlanta Hawks,107
1006,"Tue, Mar 13, 2018",Toronto Raptors,116,Brooklyn Nets,102
1007,"Tue, Mar 13, 2018",Dallas Mavericks,110,New York Knicks,97
1008,"Tue, Mar 13, 2018",Los Angeles Clippers,112,Chicago Bulls,106
1009,"Tue, Mar 13, 2018",Charlotte Hornets,115,New Orleans Pelicans,119
1010,"Tue, Mar 13, 2018",Orlando Magic,72,San Antonio Spurs,108
1011,"Tue, Mar 13, 2018",Detroit Pistons,79,Utah Jazz,110
1012,"Tue, Mar 13, 2018",Cleveland Cavaliers,129,Phoenix Suns,107
1013,"Tue, Mar 13, 2018",Denver Nuggets,103,Los Angeles Lakers,112
1014,"Wed, Mar 14, 2018",Milwaukee Bucks,117,Orlando Magic,126
1015,"Wed, Mar 14, 2018",Washington Wizards,125,Boston Celtics,124
1016,"Wed, Mar 14, 2018",Miami Heat,119,Sacramento Kings,123
1017,"Wed, Mar 14, 2018",Los Angeles Lakers,106,Golden State Warriors,117
1018,"Thu, Mar 15, 2018",Toronto Raptors,106,Indiana Pacers,99
1019,"Thu, Mar 15, 2018",Charlotte Hornets,129,Atlanta Hawks,117
1020,"Thu, Mar 15, 2018",Philadelphia 76ers,118,New York Knicks,110
1021,"Thu, Mar 15, 2018",Los Angeles Clippers,96,Houston Rockets,101
1022,"Thu, Mar 15, 2018",Chicago Bulls,111,Memphis Grizzlies,110
1023,"Thu, Mar 15, 2018",New Orleans Pelicans,93,San Antonio Spurs,98
1024,"Thu, Mar 15, 2018",Detroit Pistons,113,Denver Nuggets,120
1025,"Thu, Mar 15, 2018",Phoenix Suns,88,Utah Jazz,116
1026,"Thu, Mar 15, 2018",Cleveland Cavaliers,105,Portland Trail Blazers,113
1027,"Fri, Mar 16, 2018",Boston Celtics,92,Orlando Magic,83
1028,"Fri, Mar 16, 2018",Brooklyn Nets,116,Philadelphia 76ers,120
1029,"Fri, Mar 16, 2018",Dallas Mavericks,115,Toronto Raptors,122
1030,"Fri, Mar 16, 2018",Los Angeles Clippers,113,Oklahoma City Thunder,121
1031,"Fri, Mar 16, 2018",Sacramento Kings,98,Golden State Warriors,93
1032,"Fri, Mar 16, 2018",Miami Heat,92,Los Angeles Lakers,91
1033,"Sat, Mar 17, 2018",Atlanta Hawks,117,Milwaukee Bucks,122
1034,"Sat, Mar 17, 2018",Houston Rockets,107,New Orleans Pelicans,101
1035,"Sat, Mar 17, 2018",Indiana Pacers,102,Washington Wizards,109
1036,"Sat, Mar 17, 2018",Dallas Mavericks,106,Brooklyn Nets,114
1037,"Sat, Mar 17, 2018",Charlotte Hornets,101,New York Knicks,124
1038,"Sat, Mar 17, 2018",Cleveland Cavaliers,114,Chicago Bulls,109
1039,"Sat, Mar 17, 2018",Denver Nuggets,94,Memphis Grizzlies,101
1040,"Sat, Mar 17, 2018",Minnesota Timberwolves,101,San Antonio Spurs,117
1041,"Sat, Mar 17, 2018",Sacramento Kings,97,Utah Jazz,103
1042,"Sat, Mar 17, 2018",Golden State Warriors,124,Phoenix Suns,109
1043,"Sat, Mar 17, 2018",Detroit Pistons,87,Portland Trail Blazers,100
1044,"Sun, Mar 18, 2018",Oklahoma City Thunder,132,Toronto Raptors,125
1045,"Sun, Mar 18, 2018",Boston Celtics,89,New Orleans Pelicans,108
1046,"Sun, Mar 18, 2018",Houston Rockets,129,Minnesota Timberwolves,120
1047,"Sun, Mar 18, 2018",Portland Trail Blazers,122,Los Angeles Clippers,109
1048,"Mon, Mar 19, 2018",Milwaukee Bucks,117,Cleveland Cavaliers,124
1049,"Mon, Mar 19, 2018",Los Angeles Lakers,100,Indiana Pacers,110
1050,"Mon, Mar 19, 2018",Charlotte Hornets,94,Philadelphia 76ers,108
1051,"Mon, Mar 19, 2018",Memphis Grizzlies,115,Brooklyn Nets,118
1052,"Mon, Mar 19, 2018",Denver Nuggets,141,Miami Heat,149
1053,"Mon, Mar 19, 2018",Chicago Bulls,92,New York Knicks,110
1054,"Mon, Mar 19, 2018",Golden State Warriors,75,San Antonio Spurs,89
1055,"Mon, Mar 19, 2018",Detroit Pistons,106,Sacramento Kings,90
1056,"Tue, Mar 20, 2018",Toronto Raptors,93,Orlando Magic,86
1057,"Tue, Mar 20, 2018",Oklahoma City Thunder,99,Boston Celtics,100
1058,"Tue, Mar 20, 2018",Los Angeles Clippers,109,Minnesota Timberwolves,123
1059,"Tue, Mar 20, 2018",Dallas Mavericks,105,New Orleans Pelicans,115
1060,"Tue, Mar 20, 2018",Atlanta Hawks,99,Utah Jazz,94
1061,"Tue, Mar 20, 2018",Detroit Pistons,115,Phoenix Suns,88
1062,"Tue, Mar 20, 2018",Houston Rockets,115,Portland Trail Blazers,111
1063,"Wed, Mar 21, 2018",Toronto Raptors,129,Cleveland Cavaliers,132
1064,"Wed, Mar 21, 2018",Memphis Grizzlies,105,Philadelphia 76ers,119
1065,"Wed, Mar 21, 2018",Charlotte Hornets,111,Brooklyn Nets,105
1066,"Wed, Mar 21, 2018",New York Knicks,98,Miami Heat,119
1067,"Wed, Mar 21, 2018",Denver Nuggets,135,Chicago Bulls,102
1068,"Wed, Mar 21, 2018",Los Angeles Clippers,127,Milwaukee Bucks,120
1069,"Wed, Mar 21, 2018",Indiana Pacers,92,New Orleans Pelicans,96
1070,"Wed, Mar 21, 2018",Washington Wizards,90,San Antonio Spurs,98
1071,"Thu, Mar 22, 2018",Memphis Grizzlies,79,Charlotte Hornets,140
1072,"Thu, Mar 22, 2018",Philadelphia 76ers,118,Orlando Magic,98
1073,"Thu, Mar 22, 2018",Detroit Pistons,96,Houston Rockets,100
1074,"Thu, Mar 22, 2018",Los Angeles Lakers,125,New Orleans Pelicans,128
1075,"Thu, Mar 22, 2018",Utah Jazz,119,Dallas Mavericks,112
1076,"Thu, Mar 22, 2018",Atlanta Hawks,90,Sacramento Kings,105
1077,"Fri, Mar 23, 2018",Los Angeles Clippers,104,Indiana Pacers,109
1078,"Fri, Mar 23, 2018",Denver Nuggets,108,Washington Wizards,100
1079,"Fri, Mar 23, 2018",Phoenix Suns,95,Cleveland Cavaliers,120
1080,"Fri, Mar 23, 2018",Minnesota Timberwolves,108,New York Knicks,104
1081,"Fri, Mar 23, 2018",Brooklyn Nets,112,Toronto Raptors,116
1082,"Fri, Mar 23, 2018",Milwaukee Bucks,118,Chicago Bulls,105
1083,"Fri, Mar 23, 2018",Miami Heat,99,Oklahoma City Thunder,105
1084,"Fri, Mar 23, 2018",Utah Jazz,120,San Antonio Spurs,124
1085,"Fri, Mar 23, 2018",Boston Celtics,105,Portland Trail Blazers,100
1086,"Fri, Mar 23, 2018",Atlanta Hawks,94,Golden State Warriors,106
1087,"Sat, Mar 24, 2018",Minnesota Timberwolves,108,Philadelphia 76ers,120
1088,"Sat, Mar 24, 2018",Chicago Bulls,95,Detroit Pistons,117
1089,"Sat, Mar 24, 2018",Phoenix Suns,99,Orlando Magic,105
1090,"Sat, Mar 24, 2018",New Orleans Pelicans,91,Houston Rockets,114
1091,"Sat, Mar 24, 2018",Los Angeles Lakers,100,Memphis Grizzlies,93
1092,"Sat, Mar 24, 2018",Charlotte Hornets,102,Dallas Mavericks,98
1093,"Sun, Mar 25, 2018",Cleveland Cavaliers,121,Brooklyn Nets,114
1094,"Sun, Mar 25, 2018",San Antonio Spurs,103,Milwaukee Bucks,106
1095,"Sun, Mar 25, 2018",Miami Heat,107,Indiana Pacers,113
1096,"Sun, Mar 25, 2018",Boston Celtics,104,Sacramento Kings,93
1097,"Sun, Mar 25, 2018",Los Angeles Clippers,117,Toronto Raptors,106
